PROGRES PENDATAAN - USAHA KELUARGA,,,,,,,
"Seluruh data sampai Sub Satuan Lingkungan Setempat (Sub-SLS) | Sumber: FASIH Pendataan SE 2026 | Diperbarui: 20 Jul 2026, 18.00 | Dicetak: 20 Jul 2026, 20.43",,,,,,,
,,,,,,,
Kode,Sub Satuan Lingkungan Setempat (Sub-SLS),JUMLAH USAHA KELUARGA MENURUT STATUS KEBERADAAN USAHA,,,,,Jumlah Usaha dalam Keluarga
,,Ditemukan,Tutup,Ganda,Tidak Ditemukan,Baru,
-1,-2,-3,-4,-5,-6,-7,-8
"6,10408E+15",RT 001 RW 04 DUSUN BRAHIMA,3,1,0,0,8,11
61040800040004,RT 001 RW 11 DUSUN BRAHIMA,3,1,0,0,9,12
"6,10408E+15",RT 001 RW 11 DUSUN BRAHIMA,3,1,0,0,9,12
61040800040005,RT 002 RW 11 DUSUN BRAHIMA,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 11 DUSUN BRAHIMA,0,0,0,0,0,0
61040800040006,RT 003 RW 11 DUSUN BRAHIMA,8,9,4,0,26,34
"6,10408E+15",RT 003 RW 11 DUSUN BRAHIMA,8,9,4,0,26,34
61040800040007,RT 001 RW 07 DUSUN DURIAN,10,26,0,4,2,12
"6,10408E+15",RT 001 RW 07 DUSUN DURIAN,10,26,0,4,2,12
61040800040008,RT 002 RW 07 DUSUN DURIAN,18,11,2,1,5,23
"6,10408E+15",RT 002 RW 07 DUSUN DURIAN,18,11,2,1,5,23
61040800040009,RT 003 RW 07 DUSUN DURIAN,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 07 DUSUN DURIAN,0,0,0,0,0,0
61040800040010,RT 003 RW 09 DUSUN DURIAN,0,2,1,0,2,2
"6,10408E+15",RT 003 RW 09 DUSUN DURIAN,0,2,1,0,2,2
61040800040011,RT 004 RW 15 DUSUN DURIAN,5,4,1,0,6,11
"6,10408E+15",RT 004 RW 15 DUSUN DURIAN,5,4,1,0,6,11
61040800040012,RT 005 RW 15 DUSUN DURIAN,4,2,2,0,5,9
"6,10408E+15",RT 005 RW 15 DUSUN DURIAN,4,2,2,0,5,9
61040800040013,RT 003 RW 015 DUSUN DURIAN,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 015 DUSUN DURIAN,0,0,0,0,0,0
61040800040014,RT 002 RW 015 DUSUN DURIAN,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 015 DUSUN DURIAN,0,0,0,0,0,0
61040800040015,RT 001 RW 01 DUSUN MAMBO,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 01 DUSUN MAMBO,0,0,0,0,0,0
61040800040016,RT 008 RW 01 DUSUN MAMBO,0,0,0,0,0,0
"6,10408E+15",RT 008 RW 01 DUSUN MAMBO,0,0,0,0,0,0
61040800040017,RT 002 RW 06 DUSUN KUNYIT,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 06 DUSUN KUNYIT,0,0,0,0,0,0
61040800040018,RT 003 RW 06 DUSUN KUNYIT,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 06 DUSUN KUNYIT,0,0,0,0,0,0
61040800040019,RT 004 RW 06 DUSUN KUNYIT,5,5,1,0,12,17
"6,10408E+15",RT 004 RW 06 DUSUN KUNYIT,5,5,1,0,12,17
61040800040020,RT 005 RW 06 DUSUN KUNYIT,1,4,0,0,4,5
"6,10408E+15",RT 005 RW 06 DUSUN KUNYIT,1,4,0,0,4,5
61040800040021,RT 006 RW 06 DUSUN KUNYIT,5,11,0,1,18,23
"6,10408E+15",RT 006 RW 06 DUSUN KUNYIT,5,11,0,1,18,23
61040800040022,RT 007 RW 06 DUSUN KUNYIT,3,5,1,2,1,4
"6,10408E+15",RT 007 RW 06 DUSUN KUNYIT,3,5,1,2,1,4
61040800040023,RT 009 RW 06 DUSUN PANDAN,3,1,0,0,6,9
"6,10408E+15",RT 009 RW 06 DUSUN PANDAN,3,1,0,0,6,9
61040800040024,RT 010 RW 06 DUSUN KUNYIT,7,3,0,4,19,26
"6,10408E+15",RT 010 RW 06 DUSUN KUNYIT,7,3,0,4,19,26
61040800040025,RT 011 RW 06 DUSUN KUNYIT,0,0,0,0,0,0
"6,10408E+15",RT 011 RW 06 DUSUN KUNYIT,0,0,0,0,0,0
61040800040026,RT 012 RW 06 DUSUN KUNYIT,0,0,0,0,0,0
"6,10408E+15",RT 012 RW 06 DUSUN KUNYIT,0,0,0,0,0,0
61040800040027,RT 002 RW 14 DUSUN LAPAN,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 14 DUSUN LAPAN,0,0,0,0,0,0
61040800040028,RT 003 RW 14 DUSUN LAPAN,0,0,0,0,4,4
"6,10408E+15",RT 003 RW 14 DUSUN LAPAN,0,0,0,0,4,4
61040800040029,RT 006 RW 14 DUSUN LAPAN,5,0,0,0,0,5
"6,10408E+15",RT 006 RW 14 DUSUN LAPAN,5,0,0,0,0,5
61040800040030,RT 001 RW 02 DUSUN LAPAN,26,5,0,6,5,31
"6,10408E+15",RT 001 RW 02 DUSUN LAPAN,26,5,0,6,5,31
61040800040031,RT 002 RW 02 DUSUN LAPAN,26,5,3,5,15,41
"6,10408E+15",RT 002 RW 02 DUSUN LAPAN,26,5,3,5,15,41
61040800040032,RT 003 RW 02 DUSUN LAPAN,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 02 DUSUN LAPAN,0,0,0,0,0,0
61040800040033,RT 004 RW 02 DUSUN LAPAN,2,0,0,0,0,2
"6,10408E+15",RT 004 RW 02 DUSUN LAPAN,2,0,0,0,0,2
61040800040034,RT 005 RW 02 DUSUN LAPAN,0,0,0,0,0,0
"6,10408E+15",RT 005 RW 02 DUSUN LAPAN,0,0,0,0,0,0
61040800040035,RT 007 RW 02 DUSUN LAPAN,2,2,0,1,16,18
"6,10408E+15",RT 007 RW 02 DUSUN LAPAN,2,2,0,1,16,18
61040800040036,RT KH RW KH DUSUN LAPAN,0,0,0,0,0,0
"6,10408E+15",RT KH RW KH DUSUN LAPAN,0,0,0,0,0,0
61040800040037,RT 001 RW 08 DUSUN MAMBO,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 08 DUSUN MAMBO,0,0,0,0,0,0
61040800040038,RT 002 RW 08 DUSUN MAMBO,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 08 DUSUN MAMBO,0,0,0,0,0,0
61040800040039,RT 003 RW 08 DUSUN MAMBO,1,3,0,0,1,2
"6,10408E+15",RT 003 RW 08 DUSUN MAMBO,1,3,0,0,1,2
61040800040040,RT 001 RW 05 DUSUN PANDAN,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 05 DUSUN PANDAN,0,0,0,0,0,0
61040800040041,RT 002 RW 05 DUSUN PANDAN,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 05 DUSUN PANDAN,0,0,0,0,0,0
61040800040042,RT 003 RW 05 DUSUN PANDAN,25,10,0,0,3,28
"6,10408E+15",RT 003 RW 05 DUSUN PANDAN,25,10,0,0,3,28
61040800040043,RT 004 RW 05 DUSUN PANDAN,15,6,0,0,5,20
"6,10408E+15",RT 004 RW 05 DUSUN PANDAN,15,6,0,0,5,20
61040800040044,RT 005 RW 05 DUSUN PANDAN,24,12,0,0,2,26
"6,10408E+15",RT 005 RW 05 DUSUN PANDAN,24,12,0,0,2,26
61040800040045,RT 006 RW 05 DUSUN PANDAN,11,12,0,1,1,12
"6,10408E+15",RT 006 RW 05 DUSUN PANDAN,11,12,0,1,1,12
61040800040046,RT 007 RW 05 DUSUN PANDAN,18,8,0,5,7,25
"6,10408E+15",RT 007 RW 05 DUSUN PANDAN,18,8,0,5,7,25
61040800040047,RT 008 RW 05 DUSUN PANDAN,0,2,0,2,0,0
"6,10408E+15",RT 008 RW 05 DUSUN PANDAN,0,2,0,2,0,0
61040800040048,RT 009 RW 05 DUSUN PANDAN,5,0,0,1,1,6
"6,10408E+15",RT 009 RW 05 DUSUN PANDAN,5,0,0,1,1,6
61040800040049,RT 010 RW 05 DUSUN PANDAN,0,0,0,0,0,0
"6,10408E+15",RT 010 RW 05 DUSUN PANDAN,0,0,0,0,0,0
61040800040050,RT 001 RW 06 DUSUN PANDAN,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 06 DUSUN PANDAN,0,0,0,0,0,0
61040800040051,RT 008 RW 06 DUSUN PANDAN,5,1,0,0,3,8
"6,10408E+15",RT 008 RW 06 DUSUN PANDAN,5,1,0,0,3,8
61040800040052,RT 001 RW 03 DUSUN TELUK DALAM,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 03 DUSUN TELUK DALAM,0,0,0,0,0,0
61040800040053,RT 002 RW 03 DUSUN TELUK DALAM,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 03 DUSUN TELUK DALAM,0,0,0,0,0,0
61040800040054,RT 004 RW 03 DUSUN TELUK DALAM,19,5,1,1,5,24
"6,10408E+15",RT 004 RW 03 DUSUN TELUK DALAM,19,5,1,1,5,24
61040800040055,RT 001 RW 09 DUSUN TELUK DALAM,4,2,0,0,0,4
"6,10408E+15",RT 001 RW 09 DUSUN TELUK DALAM,4,2,0,0,0,4
61040800040056,RT 002 RW 09 DUSUN TELUK DALAM,3,0,0,0,9,12
"6,10408E+15",RT 002 RW 09 DUSUN TELUK DALAM,3,0,0,0,9,12
61040800040057,RT 007 RW 09 DUSUN TELUK DALAM,3,11,0,0,8,11
"6,10408E+15",RT 007 RW 09 DUSUN TELUK DALAM,3,11,0,0,8,11
61040800040058,RT 008 RW 09 DUSUN TELUK DALAM,3,1,0,0,6,9
"6,10408E+15",RT 008 RW 09 DUSUN TELUK DALAM,3,1,0,0,6,9
61040800040059,RT 001 RW 10 DUSUN TELUK DALAM,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 10 DUSUN TELUK DALAM,0,0,0,0,0,0
61040800040060,RT 002 RW 10 DUSUN TELUK DALAM,17,9,0,14,1,18
"6,10408E+15",RT 002 RW 10 DUSUN TELUK DALAM,17,9,0,14,1,18
61040800040061,RT 003 RW 10 DUSUN TELUK DALAM,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 10 DUSUN TELUK DALAM,0,0,0,0,0,0
61040800040062,RT 003 RW 03 DUSUN TELUK DALAM,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 03 DUSUN TELUK DALAM,0,0,0,0,0,0
61040800040063,RT 001 RW 12 DUSUN BRAHIMA,3,2,0,0,4,7
"6,10408E+15",RT 001 RW 12 DUSUN BRAHIMA,3,2,0,0,4,7
61040800040064,RT 003 RW 12 DUSUN BRAHIMA,5,2,0,1,4,9
"6,10408E+15",RT 003 RW 12 DUSUN BRAHIMA,5,2,0,1,4,9
61040800040065,RT 004 RW 04 DUSUN BRAHIMA,3,1,0,0,4,7
"6,10408E+15",RT 004 RW 04 DUSUN BRAHIMA,3,1,0,0,4,7
61040800040066,RT 002 RW 04 DUSUN BRAHIMA,7,6,0,5,8,15
"6,10408E+15",RT 002 RW 04 DUSUN BRAHIMA,7,6,0,5,8,15
61040800040067,RT 004 RW 12 DUSUN BRAHIMA,0,0,0,0,0,0
"6,10408E+15",RT 004 RW 12 DUSUN BRAHIMA,0,0,0,0,0,0
61040800040068,RT 006 RW 02 DUSUN LAPAN,1,1,0,0,1,2
"6,10408E+15",RT 006 RW 02 DUSUN LAPAN,1,1,0,0,1,2
61040800040069,RT 004 RW 11 DUSUN BRAHIMA,0,0,0,0,0,0
"6,10408E+15",RT 004 RW 11 DUSUN BRAHIMA,0,0,0,0,0,0
61040800040070,RT 001 RW 13 DUSUN DURIAN,5,5,0,0,3,8
"6,10408E+15",RT 001 RW 13 DUSUN DURIAN,5,5,0,0,3,8
61040800040071,RT 002 RW 13 DUSUN DURIAN,2,0,0,0,0,2
"6,10408E+15",RT 002 RW 13 DUSUN DURIAN,2,0,0,0,0,2
61040800040072,RT 003 RW 13 DUSUN DURIAN,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 13 DUSUN DURIAN,0,0,0,0,0,0
61040800041001,KEBUN SAWIT,0,0,0,0,0,0
"6,10408E+15",KEBUN SAWIT,0,0,0,0,0,0
61040800041003,KEBUN DI 025P,0,0,0,0,0,0
"6,10408E+15",KEBUN DI 025P,0,0,0,0,0,0
61040800042002,HUTAN,0,0,0,0,0,0
"6,10408E+15",HUTAN,0,0,0,0,0,0
6104080006,PENITI LUAR,253,155,0,22,48,301
61040800060001,RT 001 RW 01 DUSUN KARYA BHAKTI,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 01 DUSUN KARYA BHAKTI,0,0,0,0,0,0
61040800060002,RT 002 RW 01 DUSUN KARYA BHAKTI,6,8,0,2,3,9
"6,10408E+15",RT 002 RW 01 DUSUN KARYA BHAKTI,6,8,0,2,3,9
61040800060003,RT 003 RW 01 DUSUN KARYA BHAKTI,6,2,0,1,1,7
"6,10408E+15",RT 003 RW 01 DUSUN KARYA BHAKTI,6,2,0,1,1,7
61040800060004,RT 004 RW 01 DUSUN KARYA BHAKTI,14,17,0,4,2,16
"6,10408E+15",RT 004 RW 01 DUSUN KARYA BHAKTI,14,17,0,4,2,16
61040800060005,RT 001 RW 02 DUSUN KARYA BHAKTI,3,3,0,4,2,5
"6,10408E+15",RT 001 RW 02 DUSUN KARYA BHAKTI,3,3,0,4,2,5
61040800060006,RT 002 RW 02 DUSUN KARYA BHAKTI,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 02 DUSUN KARYA BHAKTI,0,0,0,0,0,0
61040800060007,RT 003 RW 02 DUSUN KARYA BHAKTI,1,1,0,0,0,1
"6,10408E+15",RT 003 RW 02 DUSUN KARYA BHAKTI,1,1,0,0,0,1
61040800060008,RT 004 RW 02 DUSUN KARYA BHAKTI,11,5,0,3,3,14
"6,10408E+15",RT 004 RW 02 DUSUN KARYA BHAKTI,11,5,0,3,3,14
61040800060009,RT 005 RW 02 DUSUN KARYA BHAKTI,2,3,0,1,1,3
"6,10408E+15",RT 005 RW 02 DUSUN KARYA BHAKTI,2,3,0,1,1,3
61040800060010,RT 001 RW 03 DUSUN PANCA BHAKTI,6,6,0,1,0,6
"6,10408E+15",RT 001 RW 03 DUSUN PANCA BHAKTI,6,6,0,1,0,6
61040800060011,RT 002 RW 03 DUSUN PANCA BHAKTI,32,20,0,0,6,38
"6,10408E+15",RT 002 RW 03 DUSUN PANCA BHAKTI,32,20,0,0,6,38
61040800060012,RT 003 RW 03 DUSUN PANCA BHAKTI,33,36,0,6,6,39
"6,10408E+15",RT 003 RW 03 DUSUN PANCA BHAKTI,33,36,0,6,6,39
61040800060013,RT 004 RW 03 DUSUN PANCA BHAKTI,39,17,0,0,6,45
"6,10408E+15",RT 004 RW 03 DUSUN PANCA BHAKTI,39,17,0,0,6,45
61040800060014,RT 001 RW 04 DUSUN TARUNA BHAKTI,74,16,0,0,9,83
"6,10408E+15",RT 001 RW 04 DUSUN TARUNA BHAKTI,74,16,0,0,9,83
61040800060015,RT 002 RW 04 DUSUN TARUNA BHAKTI,10,8,0,0,6,16
"6,10408E+15",RT 002 RW 04 DUSUN TARUNA BHAKTI,10,8,0,0,6,16
61040800060016,RT 001 RW 05 DUSUN TARUNA BHAKTI,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 05 DUSUN TARUNA BHAKTI,0,0,0,0,0,0
61040800060017,RT 002 RW 05 DUSUN TARUNA BHAKTI,16,13,0,0,3,19
"6,10408E+15",RT 002 RW 05 DUSUN TARUNA BHAKTI,16,13,0,0,3,19
61040800060018,RT 006 RW 02 DUSUN KARYA BHAKTI,0,0,0,0,0,0
"6,10408E+15",RT 006 RW 02 DUSUN KARYA BHAKTI,0,0,0,0,0,0
61040800060019,RT 007 RW 02 DUSUN KARYA BHAKTI,0,0,0,0,0,0
"6,10408E+15",RT 007 RW 02 DUSUN KARYA BHAKTI,0,0,0,0,0,0
6104081,SEGEDONG,"1,6",914,29,295,686,"2,286"
6104081001,PENITI DALAM I,174,214,1,16,75,249
61040810010001,RT 001 RW 001 DUSUN SY. ABU BAKAR,40,37,0,0,4,44
"6,10408E+15",RT 001 RW 001 DUSUN SY. ABU BAKAR,40,37,0,0,4,44
61040810010002,RT 002 RW 001 DUSUN SY. ABU BAKAR,13,22,0,0,1,14
"6,10408E+15",RT 002 RW 001 DUSUN SY. ABU BAKAR,13,22,0,0,1,14
61040810010003,RT 003 RW 001 DUSUN SY. ABU BAKAR,23,24,0,0,3,26
"6,10408E+15",RT 003 RW 001 DUSUN SY. ABU BAKAR,23,24,0,0,3,26
61040810010004,RT 004 RW 001 DUSUN SY. ABU BAKAR,0,0,0,0,0,0
"6,10408E+15",RT 004 RW 001 DUSUN SY. ABU BAKAR,0,0,0,0,0,0
61040810010005,RT 005 RW 002 DUSUN SY. ABU BAKAR,5,2,0,0,0,5
"6,10408E+15",RT 005 RW 002 DUSUN SY. ABU BAKAR,5,2,0,0,0,5
61040810010006,RT 006 RW 002 DUSUN SY. ABU BAKAR,0,0,0,0,0,0
"6,10408E+15",RT 006 RW 002 DUSUN SY. ABU BAKAR,0,0,0,0,0,0
61040810010007,RT 007 RW 002 DUSUN SY. ABU BAKAR,7,24,0,0,8,15
"6,10408E+15",RT 007 RW 002 DUSUN SY. ABU BAKAR,7,24,0,0,8,15
61040810010008,RT 008 RW 002 DUSUN SY. ABU BAKAR,3,12,0,0,1,4
"6,10408E+15",RT 008 RW 002 DUSUN SY. ABU BAKAR,3,12,0,0,1,4
61040810010009,RT 009 RW 003 DUSUN WAK PAIK,0,0,0,0,0,0
"6,10408E+15",RT 009 RW 003 DUSUN WAK PAIK,0,0,0,0,0,0
61040810010010,RT 010 RW 003 DUSUN WAK PAIK,7,4,0,0,2,9
"6,10408E+15",RT 010 RW 003 DUSUN WAK PAIK,7,4,0,0,2,9
61040810010011,RT 011 RW 003 DUSUN WAK PAIK,0,0,0,0,0,0
"6,10408E+15",RT 011 RW 003 DUSUN WAK PAIK,0,0,0,0,0,0
61040810010012,RT 012 RW 003 DUSUN WAK PAIK,0,0,0,0,0,0
"6,10408E+15",RT 012 RW 003 DUSUN WAK PAIK,0,0,0,0,0,0
61040810010013,RT 013 RW 004 DUSUN WAK PAIK,8,14,1,1,0,8
"6,10408E+15",RT 013 RW 004 DUSUN WAK PAIK,8,14,1,1,0,8
61040810010014,RT 014 RW 004 DUSUN WAK PAIK,2,1,0,0,3,5
"6,10408E+15",RT 014 RW 004 DUSUN WAK PAIK,2,1,0,0,3,5
61040810010015,RT 015 RW 004 DUSUN WAK PAIK,18,24,0,3,7,25
"6,10408E+15",RT 015 RW 004 DUSUN WAK PAIK,18,24,0,3,7,25
61040810010016,RT 016 RW 004 DUSUN WAK PAIK,9,9,0,5,20,29
"6,10408E+15",RT 016 RW 004 DUSUN WAK PAIK,9,9,0,5,20,29
61040810010017,RT 017 RW 005 DUSUN AMBO PINANG,8,3,0,3,12,20
"6,10408E+15",RT 017 RW 005 DUSUN AMBO PINANG,8,3,0,3,12,20
61040810010018,RT 018 RW 005 DUSUN AMBO PINANG,7,7,0,2,4,11
"6,10408E+15",RT 018 RW 005 DUSUN AMBO PINANG,7,7,0,2,4,11
61040810010019,RT 019 RW 005 DUSUN AMBO PINANG,9,9,0,1,8,17
"6,10408E+15",RT 019 RW 005 DUSUN AMBO PINANG,9,9,0,1,8,17
61040810010020,RT 020 RW 005 DUSUN AMBO PINANG,13,13,0,1,1,14
"6,10408E+15",RT 020 RW 005 DUSUN AMBO PINANG,13,13,0,1,1,14
61040810010021,RT 021 RW 006 DUSUN AMBO PINANG,1,5,0,0,0,1
"6,10408E+15",RT 021 RW 006 DUSUN AMBO PINANG,1,5,0,0,0,1
61040810010022,RT 022 RW 006 DUSUN AMBO PINANG,0,0,0,0,0,0
"6,10408E+15",RT 022 RW 006 DUSUN AMBO PINANG,0,0,0,0,0,0
61040810010023,RT 023 RW 006 DUSUN AMBO PINANG,1,4,0,0,1,2
"6,10408E+15",RT 023 RW 006 DUSUN AMBO PINANG,1,4,0,0,1,2
61040810010024,RT 024 RW 006 DUSUN AMBO PINANG,0,0,0,0,0,0
"6,10408E+15",RT 024 RW 006 DUSUN AMBO PINANG,0,0,0,0,0,0
6104081002,SUNGAI BURUNG,152,82,3,24,55,207
61040810020001,RT 001 RW 001 DUSUN SUBUR 1,36,21,0,0,4,40
"6,10408E+15",RT 001 RW 001 DUSUN SUBUR 1,36,21,0,0,4,40
61040810020002,RT 002 RW 001 DUSUN SUBUR 1,46,12,2,0,12,58
"6,10408E+15",RT 002 RW 001 DUSUN SUBUR 1,46,12,2,0,12,58
61040810020003,RT 003 RW 001 DUSUN SUBUR 1,11,24,0,0,3,14
"6,10408E+15",RT 003 RW 001 DUSUN SUBUR 1,11,24,0,0,3,14
61040810020004,RT 004 RW 001 DUSUN SUBUR 1,27,3,0,12,4,31
"6,10408E+15",RT 004 RW 001 DUSUN SUBUR 1,27,3,0,12,4,31
61040810020005,RT 005 RW 001 DUSUN SUBUR 1,17,8,1,8,7,24
"6,10408E+15",RT 005 RW 001 DUSUN SUBUR 1,17,8,1,8,7,24
61040810020006,RT 001 RW 002 DUSUN SUBUR 2,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 002 DUSUN SUBUR 2,0,0,0,0,0,0
61040810020007,RT 002 RW 002 DUSUN SUBUR 2,15,14,0,4,25,40
"6,10408E+15",RT 002 RW 002 DUSUN SUBUR 2,15,14,0,4,25,40
61040810020008,RT 003 RW 002 DUSUN SUBUR 2,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 002 DUSUN SUBUR 2,0,0,0,0,0,0
61040810020009,RT 004 RW 002 DUSUN SUBUR 2,0,0,0,0,0,0
"6,10408E+15",RT 004 RW 002 DUSUN SUBUR 2,0,0,0,0,0,0
61040810021001,KEBUN SAWIT DI 012P,0,0,0,0,0,0
"6,10408E+15",KEBUN SAWIT DI 012P,0,0,0,0,0,0
61040810021003,SAWAH DI 007P,0,0,0,0,0,0
"6,10408E+15",SAWAH DI 007P,0,0,0,0,0,0
61040810021004,SAWAH DI 008P,0,0,0,0,0,0
"6,10408E+15",SAWAH DI 008P,0,0,0,0,0,0
61040810022002,HUTAN DI 001P,0,0,0,0,0,0
"6,10408E+15",HUTAN DI 001P,0,0,0,0,0,0
61040810022005,SEMAK BELUKAR DI 006P,0,0,0,0,0,0
"6,10408E+15",SEMAK BELUKAR DI 006P,0,0,0,0,0,0
6104081003,SUNGAI PURUN BESAR,362,198,6,54,68,430
61040810030001,RT 001 RW 01 DUSUN NELAYAN,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 01 DUSUN NELAYAN,0,0,0,0,0,0
61040810030002,RT 002 RW 01 DUSUN NELAYAN,5,6,0,0,8,13
"6,10408E+15",RT 002 RW 01 DUSUN NELAYAN,5,6,0,0,8,13
61040810030003,RT 003 RW 01 DUSUN NELAYAN,2,4,0,0,9,11
"6,10408E+15",RT 003 RW 01 DUSUN NELAYAN,2,4,0,0,9,11
61040810030004,RT 004 RW 02 DUSUN NELAYAN,16,25,0,2,4,20
"6,10408E+15",RT 004 RW 02 DUSUN NELAYAN,16,25,0,2,4,20
61040810030005,RT 005 RW 02 DUSUN NELAYAN,3,3,0,1,0,3
"6,10408E+15",RT 005 RW 02 DUSUN NELAYAN,3,3,0,1,0,3
61040810030006,RT 006 RW 02 DUSUN NELAYAN,1,0,0,0,0,1
"6,10408E+15",RT 006 RW 02 DUSUN NELAYAN,1,0,0,0,0,1
61040810030007,RT 007 RW 03 DUSUN KEMUNING,45,12,1,27,10,55
"6,10408E+15",RT 007 RW 03 DUSUN KEMUNING,45,12,1,27,10,55
61040810030008,RT 008 RW 03 DUSUN KEMUNING,19,22,0,7,1,20
"6,10408E+15",RT 008 RW 03 DUSUN KEMUNING,19,22,0,7,1,20
61040810030009,RT 009 RW 03 DUSUN KEMUNING,48,11,0,10,1,49
"6,10408E+15",RT 009 RW 03 DUSUN KEMUNING,48,11,0,10,1,49
61040810030010,RT 010 RW 04 DUSUN KEMUNING,34,22,0,6,16,50
"6,10408E+15",RT 010 RW 04 DUSUN KEMUNING,34,22,0,6,16,50
61040810030011,RT 011 RW 04 DUSUN KEMUNING,0,0,0,0,0,0
"6,10408E+15",RT 011 RW 04 DUSUN KEMUNING,0,0,0,0,0,0
61040810030012,RT 012 RW 05 DUSUN MAKMUR,8,8,0,0,0,8
"6,10408E+15",RT 012 RW 05 DUSUN MAKMUR,8,8,0,0,0,8
61040810030013,RT 013 RW 05 DUSUN MAKMUR,0,0,0,0,0,0
"6,10408E+15",RT 013 RW 05 DUSUN MAKMUR,0,0,0,0,0,0
61040810030014,RT 014 RW 05 DUSUN MAKMUR,11,2,0,0,4,15
"6,10408E+15",RT 014 RW 05 DUSUN MAKMUR,11,2,0,0,4,15
61040810030015,RT 015 RW 06 DUSUN MAKMUR,47,12,1,0,0,47
"6,10408E+15",RT 015 RW 06 DUSUN MAKMUR,47,12,1,0,0,47
61040810030016,RT 016 RW 06 DUSUN MAKMUR,0,0,0,0,0,0
"6,10408E+15",RT 016 RW 06 DUSUN MAKMUR,0,0,0,0,0,0
61040810030017,RT 017 RW 07 DUSUN MAKMUR,16,12,2,0,0,16
"6,10408E+15",RT 017 RW 07 DUSUN MAKMUR,16,12,2,0,0,16
61040810030018,RT 018 RW 07 DUSUN PELITA,38,14,0,0,1,39
"6,10408E+15",RT 018 RW 07 DUSUN PELITA,38,14,0,0,1,39
61040810030019,RT 019 RW 08 DUSUN PELITA,53,27,2,1,5,58
"6,10408E+15",RT 019 RW 08 DUSUN PELITA,53,27,2,1,5,58
61040810030020,RT 020 RW 08 DUSUN PELITA,6,6,0,0,2,8
"6,10408E+15",RT 020 RW 08 DUSUN PELITA,6,6,0,0,2,8
61040810030021,RT 021 RW 08 DUSUN PELITA,10,12,0,0,7,17
"6,10408E+15",RT 021 RW 08 DUSUN PELITA,10,12,0,0,7,17
61040810031001,SAWAH DI 005P,0,0,0,0,0,0
"6,10408E+15",SAWAH DI 005P,0,0,0,0,0,0
61040810031002,KEBUN KELAPA DI 008P,0,0,0,0,0,0
"6,10408E+15",KEBUN KELAPA DI 008P,0,0,0,0,0,0
6104081004,PARIT BUGIS,54,8,1,65,67,121
61040810040001,RT 001 RW 001 DUSUN KERANJI,6,0,0,6,9,15
"6,10408E+15",RT 001 RW 001 DUSUN KERANJI,6,0,0,6,9,15
61040810040002,RT 002 RW 001 DUSUN KERANJI,17,0,0,14,17,34
"6,10408E+15",RT 002 RW 001 DUSUN KERANJI,17,0,0,14,17,34
61040810040003,RT 003 RW 001 DUSUN KERANJI,7,3,1,17,9,16
"6,10408E+15",RT 003 RW 001 DUSUN KERANJI,7,3,1,17,9,16
61040810040004,RT 004 RW 002 DUSUN KERANJI,18,0,0,24,18,36
"6,10408E+15",RT 004 RW 002 DUSUN KERANJI,18,0,0,24,18,36
61040810040005,RT 005 RW 002 DUSUN KERANJI,2,3,0,3,6,8
"6,10408E+15",RT 005 RW 002 DUSUN KERANJI,2,3,0,3,6,8
61040810040006,RT 006 RW 003 DUSUN ASAM,4,2,0,1,1,5
"6,10408E+15",RT 006 RW 003 DUSUN ASAM,4,2,0,1,1,5
61040810040007,RT 007 RW 003 DUSUN ASAM,0,0,0,0,5,5
"6,10408E+15",RT 007 RW 003 DUSUN ASAM,0,0,0,0,5,5
61040810040008,RT 008 RW 004 DUSUN ASAM,0,0,0,0,2,2
"6,10408E+15",RT 008 RW 004 DUSUN ASAM,0,0,0,0,2,2
61040810040009,RT 009 RW 004 DUSUN ASAM,0,0,0,0,0,0
"6,10408E+15",RT 009 RW 004 DUSUN ASAM,0,0,0,0,0,0
61040810040010,RT 010 RW 004 DUSUN ASAM,0,0,0,0,0,0
"6,10408E+15",RT 010 RW 004 DUSUN ASAM,0,0,0,0,0,0
