PROGRES PENDATAAN - USAHA KELUARGA,,,,,,,
"Seluruh data sampai Sub Satuan Lingkungan Setempat (Sub-SLS) | Sumber: FASIH Pendataan SE 2026 | Diperbarui: 20 Jul 2026, 18.00 | Dicetak: 20 Jul 2026, 20.43",,,,,,,
,,,,,,,
Kode,Sub Satuan Lingkungan Setempat (Sub-SLS),JUMLAH USAHA KELUARGA MENURUT STATUS KEBERADAAN USAHA,,,,,Jumlah Usaha dalam Keluarga
,,Ditemukan,Tutup,Ganda,Tidak Ditemukan,Baru,
-1,-2,-3,-4,-5,-6,-7,-8
61040900080007,RT 007 RW 03 DUSUN BARAT,0,0,0,0,0,0
"6,10409E+15",RT 007 RW 03 DUSUN BARAT,0,0,0,0,0,0
61040900080008,RT 008 RW 04 DUSUN BARAT,22,29,0,5,1,23
"6,10409E+15",RT 008 RW 04 DUSUN BARAT,22,29,0,5,1,23
61040900080009,RT 009 RW 04 DUSUN BARAT,0,0,0,0,0,0
"6,10409E+15",RT 009 RW 04 DUSUN BARAT,0,0,0,0,0,0
61040900081001,KEBUN SAWIT,0,0,0,0,0,0
"6,10409E+15",KEBUN SAWIT,0,0,0,0,0,0
6104090009,SUNGAI PINYUH,214,167,3,87,313,527
61040900090001,RT 001 RW 001,6,5,0,1,16,22
"6,10409E+15",RT 001 RW 001,6,5,0,1,16,22
61040900090002,RT 002 RW 001,0,0,0,0,0,0
"6,10409E+15",RT 002 RW 001,0,0,0,0,0,0
61040900090003,RT 003 RW 001,0,0,0,0,0,0
"6,10409E+15",RT 003 RW 001,0,0,0,0,0,0
61040900090004,RT 004 RW 001,0,0,0,0,0,0
"6,10409E+15",RT 004 RW 001,0,0,0,0,0,0
61040900090005,RT 005 RW 001,1,2,1,2,5,6
"6,10409E+15",RT 005 RW 001,1,2,1,2,5,6
61040900090006,RT 006 RW 001,0,0,0,0,0,0
"6,10409E+15",RT 006 RW 001,0,0,0,0,0,0
61040900090007,RT 001 RW 002,4,2,0,0,3,7
"6,10409E+15",RT 001 RW 002,4,2,0,0,3,7
61040900090008,RT 002 RW 002,0,0,0,0,5,5
"6,10409E+15",RT 002 RW 002,0,0,0,0,5,5
61040900090009,RT 003 RW 002,6,6,0,0,18,24
"6,10409E+15",RT 003 RW 002,6,6,0,0,18,24
61040900090010,RT 004 RW 002,5,1,0,1,5,10
"6,10409E+15",RT 004 RW 002,5,1,0,1,5,10
61040900090011,RT 005 RW 002,7,0,0,1,2,9
"6,10409E+15",RT 005 RW 002,7,0,0,1,2,9
61040900090012,RT 006 RW 002,5,8,0,6,1,6
"6,10409E+15",RT 006 RW 002,5,8,0,6,1,6
61040900090013,RT 007 RW 002,0,0,0,0,0,0
"6,10409E+15",RT 007 RW 002,0,0,0,0,0,0
61040900090014,RT 008 RW 002,6,4,0,4,9,15
"6,10409E+15",RT 008 RW 002,6,4,0,4,9,15
61040900090015,RT 009 RW 002,9,3,0,1,7,16
"6,10409E+15",RT 009 RW 002,9,3,0,1,7,16
61040900090016,RT 010 RW 002,0,0,0,0,0,0
"6,10409E+15",RT 010 RW 002,0,0,0,0,0,0
61040900090017,RT 011 RW 002,8,4,0,9,20,28
"6,10409E+15",RT 011 RW 002,8,4,0,9,20,28
61040900090018,RT 001 RW 003,3,0,0,1,4,7
"6,10409E+15",RT 001 RW 003,3,0,0,1,4,7
61040900090019,RT 002 RW 003,6,3,0,0,9,15
"6,10409E+15",RT 002 RW 003,6,3,0,0,9,15
61040900090020,RT 003 RW 003,0,0,0,0,0,0
"6,10409E+15",RT 003 RW 003,0,0,0,0,0,0
61040900090021,RT 004 RW 003,9,11,0,0,15,24
"6,10409E+15",RT 004 RW 003,9,11,0,0,15,24
61040900090022,RT 005 RW 003,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 003,0,0,0,0,0,0
61040900090023,RT 006 RW 003,0,0,0,0,0,0
"6,10409E+15",RT 006 RW 003,0,0,0,0,0,0
61040900090024,RT 007 RW 003,3,3,0,0,8,11
"6,10409E+15",RT 007 RW 003,3,3,0,0,8,11
61040900090025,RT 008 RW 003,0,0,0,0,0,0
"6,10409E+15",RT 008 RW 003,0,0,0,0,0,0
61040900090026,RT 001 RW 004,0,1,0,1,5,5
"6,10409E+15",RT 001 RW 004,0,1,0,1,5,5
61040900090027,RT 002 RW 04,6,0,0,7,8,14
"6,10409E+15",RT 002 RW 04,6,0,0,7,8,14
61040900090028,RT 003 RW 004,6,4,0,0,7,13
"6,10409E+15",RT 003 RW 004,6,4,0,0,7,13
61040900090029,RT 004 RW 004,2,0,1,0,9,11
"6,10409E+15",RT 004 RW 004,2,0,1,0,9,11
61040900090030,RT 005 RW 004,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 004,0,0,0,0,0,0
61040900090031,RT 006 RW 004,3,1,0,13,6,9
"6,10409E+15",RT 006 RW 004,3,1,0,13,6,9
61040900090032,RT 007 RW 004,0,0,0,0,0,0
"6,10409E+15",RT 007 RW 004,0,0,0,0,0,0
61040900090033,RT 008 RW 004,3,6,0,3,3,6
"6,10409E+15",RT 008 RW 004,3,6,0,3,3,6
61040900090034,RT 001 RW 005,0,0,0,0,3,3
"6,10409E+15",RT 001 RW 005,0,0,0,0,3,3
61040900090035,RT 002 RW 005,0,0,0,0,0,0
"6,10409E+15",RT 002 RW 005,0,0,0,0,0,0
61040900090036,RT 003 RW 005,0,0,0,0,0,0
"6,10409E+15",RT 003 RW 005,0,0,0,0,0,0
61040900090037,RT 004 RW 005,2,0,0,1,1,3
"6,10409E+15",RT 004 RW 005,2,0,0,1,1,3
61040900090038,RT 005 RW 005,10,9,0,2,19,29
"6,10409E+15",RT 005 RW 005,10,9,0,2,19,29
61040900090039,RT 006 RW 005,13,21,0,9,13,26
"6,10409E+15",RT 006 RW 005,13,21,0,9,13,26
61040900090040,RT 007 RW 005,0,0,0,0,0,0
"6,10409E+15",RT 007 RW 005,0,0,0,0,0,0
61040900090041,RT 008 RW 005,2,0,0,0,0,2
"6,10409E+15",RT 008 RW 005,2,0,0,0,0,2
61040900090042,RT 009 RW 005,22,15,0,0,1,23
"6,10409E+15",RT 009 RW 005,22,15,0,0,1,23
61040900090043,RT 001 RW 006,3,0,0,0,0,3
"6,10409E+15",RT 001 RW 006,3,0,0,0,0,3
61040900090044,RT 002 RW 006,0,0,0,0,0,0
"6,10409E+15",RT 002 RW 006,0,0,0,0,0,0
61040900090045,RT 003 RW 006,0,0,0,0,0,0
"6,10409E+15",RT 003 RW 006,0,0,0,0,0,0
61040900090046,RT 004 RW 006,5,15,0,3,12,17
"6,10409E+15",RT 004 RW 006,5,15,0,3,12,17
61040900090047,RT 005 RW 006,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 006,0,0,0,0,0,0
61040900090048,RT 006 RW 006,7,1,0,0,8,15
"6,10409E+15",RT 006 RW 006,7,1,0,0,8,15
61040900090049,RT 007 RW 006,0,0,0,0,0,0
"6,10409E+15",RT 007 RW 006,0,0,0,0,0,0
61040900090050,RT 008 RW 006,0,0,0,0,0,0
"6,10409E+15",RT 008 RW 006,0,0,0,0,0,0
61040900090051,RT 009 RW 006,6,2,0,2,14,20
"6,10409E+15",RT 009 RW 006,6,2,0,2,14,20
61040900090052,RT 010 RW 006,0,0,0,0,0,0
"6,10409E+15",RT 010 RW 006,0,0,0,0,0,0
61040900090053,RT 011 RW 006,3,3,0,3,5,8
"6,10409E+15",RT 011 RW 006,3,3,0,3,5,8
61040900090054,RT 012 RW 006,2,2,1,0,14,16
"6,10409E+15",RT 012 RW 006,2,2,1,0,14,16
61040900090055,RT 013 RW 006,11,5,0,11,14,25
"6,10409E+15",RT 013 RW 006,11,5,0,11,14,25
61040900090056,RT 014 RW 006,20,22,0,6,28,48
"6,10409E+15",RT 014 RW 006,20,22,0,6,28,48
61040900090057,RT 015 RW 006,2,1,0,0,9,11
"6,10409E+15",RT 015 RW 006,2,1,0,0,9,11
61040900090058,RT 016 RW 006,8,7,0,0,7,15
"6,10409E+15",RT 016 RW 006,8,7,0,0,7,15
6104090010,SUNGAI BATANG,42,49,0,20,49,91
61040900100001,RT 001 RW 01 DUSUN TIMUR,0,0,0,0,0,0
"6,10409E+15",RT 001 RW 01 DUSUN TIMUR,0,0,0,0,0,0
61040900100002,RT 002 RW 01 DUSUN TIMUR,0,0,0,0,0,0
"6,10409E+15",RT 002 RW 01 DUSUN TIMUR,0,0,0,0,0,0
61040900100003,RT 003 RW 01 DUSUN TIMUR,11,12,0,1,20,31
"6,10409E+15",RT 003 RW 01 DUSUN TIMUR,11,12,0,1,20,31
61040900100004,RT 004 RW 01 DUSUN TIMUR,12,22,0,7,11,23
"6,10409E+15",RT 004 RW 01 DUSUN TIMUR,12,22,0,7,11,23
61040900100005,RT 001 RW 02 DUSUN BARAT,0,0,0,0,0,0
"6,10409E+15",RT 001 RW 02 DUSUN BARAT,0,0,0,0,0,0
61040900100006,RT 002 RW 02 DUSUN BARAT,14,9,0,12,13,27
"6,10409E+15",RT 002 RW 02 DUSUN BARAT,14,9,0,12,13,27
61040900100007,RT 003 RW 02 DUSUN BARAT,5,6,0,0,5,10
"6,10409E+15",RT 003 RW 02 DUSUN BARAT,5,6,0,0,5,10
61040900100008,RT 004 RW 02 DUSUN BARAT,0,0,0,0,0,0
"6,10409E+15",RT 004 RW 02 DUSUN BARAT,0,0,0,0,0,0
61040900100009,RT 005 RW 02 DUSUN BARAT,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 02 DUSUN BARAT,0,0,0,0,0,0
61040900101001,KEBUN KELAPA DI 006P,0,0,0,0,0,0
"6,10409E+15",KEBUN KELAPA DI 006P,0,0,0,0,0,0
6104090011,SUNGAI BAKAU BESAR LAUT,39,40,0,46,8,47
61040900110001,RT 001 RW 01 DUSUN BARAT,12,12,0,0,3,15
"6,10409E+15",RT 001 RW 01 DUSUN BARAT,12,12,0,0,3,15
61040900110002,RT 002 RW 01 DUSUN BARAT,2,0,0,12,1,3
"6,10409E+15",RT 002 RW 01 DUSUN BARAT,2,0,0,12,1,3
61040900110003,RT 003 RW 01 DUSUN BARAT,5,6,0,2,0,5
"6,10409E+15",RT 003 RW 01 DUSUN BARAT,5,6,0,2,0,5
61040900110004,RT 012 RW 01 DUSUN BARAT,0,0,0,0,0,0
"6,10409E+15",RT 012 RW 01 DUSUN BARAT,0,0,0,0,0,0
61040900110005,RT 004 RW 02 DUSUN BARAT,0,0,0,0,0,0
"6,10409E+15",RT 004 RW 02 DUSUN BARAT,0,0,0,0,0,0
61040900110006,RT 005 RW 02 DUSUN BARAT,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 02 DUSUN BARAT,0,0,0,0,0,0
61040900110007,RT 006 RW 02 DUSUN BARAT,0,0,0,0,0,0
"6,10409E+15",RT 006 RW 02 DUSUN BARAT,0,0,0,0,0,0
61040900110008,RT 013 RW 02 DUSUN BARAT,0,0,0,0,0,0
"6,10409E+15",RT 013 RW 02 DUSUN BARAT,0,0,0,0,0,0
61040900110009,RT 007 RW 03 DUSUN TIMUR,0,0,0,0,0,0
"6,10409E+15",RT 007 RW 03 DUSUN TIMUR,0,0,0,0,0,0
61040900110010,RT 011 RW 03 DUSUN TIMUR,3,2,0,5,1,4
"6,10409E+15",RT 011 RW 03 DUSUN TIMUR,3,2,0,5,1,4
61040900110011,RT 015 RW 03 DUSUN TIMUR,5,3,0,1,0,5
"6,10409E+15",RT 015 RW 03 DUSUN TIMUR,5,3,0,1,0,5
61040900110012,RT 016 RW 03 DUSUN TIMUR,3,6,0,0,1,4
"6,10409E+15",RT 016 RW 03 DUSUN TIMUR,3,6,0,0,1,4
61040900110013,RT 008 RW 04 DUSUN TIMUR,0,0,0,0,0,0
"6,10409E+15",RT 008 RW 04 DUSUN TIMUR,0,0,0,0,0,0
61040900110014,RT 009 RW 04 DUSUN TIMUR,0,0,0,0,0,0
"6,10409E+15",RT 009 RW 04 DUSUN TIMUR,0,0,0,0,0,0
61040900110015,RT 010 RW 04 DUSUN TIMUR,0,0,0,0,0,0
"6,10409E+15",RT 010 RW 04 DUSUN TIMUR,0,0,0,0,0,0
61040900110016,RT 014 RW 04 DUSUN TIMUR,9,11,0,26,2,11
"6,10409E+15",RT 014 RW 04 DUSUN TIMUR,9,11,0,26,2,11
61040900112001,HUTAN,0,0,0,0,0,0
"6,10409E+15",HUTAN,0,0,0,0,0,0
61040900112002,HUTAN,0,0,0,0,0,0
"6,10409E+15",HUTAN,0,0,0,0,0,0
6104090012,SUNGAI BAKAU BESAR DARAT,213,155,0,444,60,273
61040900120001,RT 001 RW 01 DUSUN PARIT KURUS,8,0,0,50,2,10
"6,10409E+15",RT 001 RW 01 DUSUN PARIT KURUS,8,0,0,50,2,10
61040900120002,RT 002 RW 01 DUSUN PARIT KURUS,0,1,0,24,2,2
"6,10409E+15",RT 002 RW 01 DUSUN PARIT KURUS,0,1,0,24,2,2
61040900120003,RT 003 RW 02 DUSUN PARIT KURUS,2,0,0,31,0,2
"6,10409E+15",RT 003 RW 02 DUSUN PARIT KURUS,2,0,0,31,0,2
61040900120004,RT 004 RW 02 DUSUN PARIT KURUS,29,22,0,0,12,41
"6,10409E+15",RT 004 RW 02 DUSUN PARIT KURUS,29,22,0,0,12,41
61040900120005,RT 005 RW 03 DUSUN PARIT KURUS,4,0,0,79,1,5
"6,10409E+15",RT 005 RW 03 DUSUN PARIT KURUS,4,0,0,79,1,5
61040900120006,RT 006 RW 03 DUSUN HULU SUNGAI,0,0,0,0,0,0
"6,10409E+15",RT 006 RW 03 DUSUN HULU SUNGAI,0,0,0,0,0,0
61040900120007,RT 007 RW 04 DUSUN HULU SUNGAI,22,9,0,0,4,26
"6,10409E+15",RT 007 RW 04 DUSUN HULU SUNGAI,22,9,0,0,4,26
61040900120008,RT 008 RW 04 DUSUN HULU SUNGAI,22,19,0,0,18,40
"6,10409E+15",RT 008 RW 04 DUSUN HULU SUNGAI,22,19,0,0,18,40
61040900120009,RT 009 RW 05 DUSUN HULU SUNGAI,26,17,0,0,6,32
"6,10409E+15",RT 009 RW 05 DUSUN HULU SUNGAI,26,17,0,0,6,32
61040900120010,RT 010 RW 05 DUSUN SIMPANG EMPAT,12,18,0,0,3,15
"6,10409E+15",RT 010 RW 05 DUSUN SIMPANG EMPAT,12,18,0,0,3,15
61040900120011,RT 011 RW 06 DUSUN SIMPANG EMPAT,10,4,0,1,3,13
"6,10409E+15",RT 011 RW 06 DUSUN SIMPANG EMPAT,10,4,0,1,3,13
61040900120012,RT 012 RW 06 DUSUN SIMPANG EMPAT,18,17,0,1,3,21
"6,10409E+15",RT 012 RW 06 DUSUN SIMPANG EMPAT,18,17,0,1,3,21
61040900120013,RT 013 RW 07 DUSUN PARIT H. AMIN,4,1,0,24,1,5
"6,10409E+15",RT 013 RW 07 DUSUN PARIT H. AMIN,4,1,0,24,1,5
61040900120014,RT 014 RW 07 DUSUN PARIT H. AMIN,0,0,0,0,0,0
"6,10409E+15",RT 014 RW 07 DUSUN PARIT H. AMIN,0,0,0,0,0,0
61040900120015,RT 015 RW 08 DUSUN PARIT H. AMIN,6,2,0,59,0,6
"6,10409E+15",RT 015 RW 08 DUSUN PARIT H. AMIN,6,2,0,59,0,6
61040900120016,RT 016 RW 08 DUSUN PARIT H. AMIN,10,38,0,21,2,12
"6,10409E+15",RT 016 RW 08 DUSUN PARIT H. AMIN,10,38,0,21,2,12
61040900120017,RT 017 RW 09 DUSUN PARIT AKOP,6,0,0,37,0,6
"6,10409E+15",RT 017 RW 09 DUSUN PARIT AKOP,6,0,0,37,0,6
61040900120018,RT 018 RW 09 DUSUN PARIT AKOP,4,0,0,57,1,5
"6,10409E+15",RT 018 RW 09 DUSUN PARIT AKOP,4,0,0,57,1,5
61040900120019,RT 019 RW 010 DUSUN PARIT AKOP,29,0,0,58,1,30
"6,10409E+15",RT 019 RW 010 DUSUN PARIT AKOP,29,0,0,58,1,30
61040900120020,RT 020 RW 010 DUSUN PARIT AKOP,1,7,0,2,1,2
"6,10409E+15",RT 020 RW 010 DUSUN PARIT AKOP,1,7,0,2,1,2
61040900122001,HUTAN DI ATAS RT TERAKHIR,0,0,0,0,0,0
"6,10409E+15",HUTAN DI ATAS RT TERAKHIR,0,0,0,0,0,0
6104091,ANJONGAN,600,164,5,737,422,"1,022"
6104091002,ANJUNGAN MELANCAR,125,74,3,169,143,268
61040910020001,RT 001 RW 01,2,0,2,0,10,12
6104091002000101,RT 001 RW 01,0,0,1,0,0,0
6104091002000102,RT 001 RW 01,2,0,1,0,10,12
61040910020002,RT 002 RW 01,0,0,0,0,0,0
"6,10409E+15",RT 002 RW 01,0,0,0,0,0,0
61040910020003,RT 015 RW 01,0,0,0,0,0,0
"6,10409E+15",RT 015 RW 01,0,0,0,0,0,0
61040910020004,RT 017 RW 01,16,0,0,45,18,34
"6,10409E+15",RT 017 RW 01,16,0,0,45,18,34
61040910020005,RT 018 RW 01,0,0,0,0,0,0
"6,10409E+15",RT 018 RW 01,0,0,0,0,0,0
61040910020006,RT 019 RW 01,0,0,0,0,0,0
"6,10409E+15",RT 019 RW 01,0,0,0,0,0,0
61040910020007,RT 020 RW 01,12,1,0,40,6,18
"6,10409E+15",RT 020 RW 01,12,1,0,40,6,18
61040910020008,RT 021 RW 01,0,0,0,0,0,0
"6,10409E+15",RT 021 RW 01,0,0,0,0,0,0
61040910020009,RT 022 RW 01,2,0,0,8,14,16
"6,10409E+15",RT 022 RW 01,2,0,0,8,14,16
61040910020010,RT 023 RW 01,3,0,0,1,4,7
"6,10409E+15",RT 023 RW 01,3,0,0,1,4,7
61040910020011,RT 003 RW 02,6,0,0,8,18,24
"6,10409E+15",RT 003 RW 02,6,0,0,8,18,24
61040910020012,RT 004 RW 02,0,0,0,0,0,0
"6,10409E+15",RT 004 RW 02,0,0,0,0,0,0
61040910020013,RT 005 RW 02,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 02,0,0,0,0,0,0
61040910020014,RT 006 RW 03,1,0,0,0,0,1
"6,10409E+15",RT 006 RW 03,1,0,0,0,0,1
61040910020015,RT 007 RW 03,13,17,0,33,4,17
"6,10409E+15",RT 007 RW 03,13,17,0,33,4,17
61040910020016,RT 008 RW 03,0,0,0,0,0,0
"6,10409E+15",RT 008 RW 03,0,0,0,0,0,0
61040910020017,RT 009 RW 04,0,0,0,0,0,0
"6,10409E+15",RT 009 RW 04,0,0,0,0,0,0
61040910020018,RT 010 RW 04,4,0,1,5,16,20
"6,10409E+15",RT 010 RW 04,4,0,1,5,16,20
61040910020019,RT 011 RW 04,18,26,0,0,26,44
"6,10409E+15",RT 011 RW 04,18,26,0,0,26,44
61040910020020,RT 012 RW 04,20,19,0,1,11,31
"6,10409E+15",RT 012 RW 04,20,19,0,1,11,31
61040910020021,RT 013 RW 04,25,1,0,28,11,36
"6,10409E+15",RT 013 RW 04,25,1,0,28,11,36
61040910020022,RT 014 RW 04,1,0,0,0,1,2
"6,10409E+15",RT 014 RW 04,1,0,0,0,1,2
61040910020023,RT 016 RW 04,2,10,0,0,4,6
"6,10409E+15",RT 016 RW 04,2,10,0,0,4,6
61040910021002,KEBUN SAWIT DI 004P,0,0,0,0,0,0
"6,10409E+15",KEBUN SAWIT DI 004P,0,0,0,0,0,0
61040910021003,KEBUN SAWIT DI 005P,0,0,0,0,0,0
"6,10409E+15",KEBUN SAWIT DI 005P,0,0,0,0,0,0
61040910021004,KEBUN SAWIT DI 006P,0,0,0,0,0,0
"6,10409E+15",KEBUN SAWIT DI 006P,0,0,0,0,0,0
61040910022001,HUTAN,0,0,0,0,0,0
"6,10409E+15",HUTAN,0,0,0,0,0,0
6104091003,ANJUNGAN DALAM,141,42,0,93,47,188
61040910030001,RT 001 RW 01 DUSUN TERDU,0,0,0,0,0,0
"6,10409E+15",RT 001 RW 01 DUSUN TERDU,0,0,0,0,0,0
61040910030002,RT 002 RW 01 DUSUN TERDU,15,10,0,3,6,21
"6,10409E+15",RT 002 RW 01 DUSUN TERDU,15,10,0,3,6,21
61040910030003,RT 003 RW 01 DUSUN TERDU,4,4,0,0,0,4
"6,10409E+15",RT 003 RW 01 DUSUN TERDU,4,4,0,0,0,4
61040910030004,RT 004 RW 01 DUSUN TERDU,0,0,0,0,0,0
"6,10409E+15",RT 004 RW 01 DUSUN TERDU,0,0,0,0,0,0
61040910030005,RT 005 RW 01 DUSUN TERDU,15,8,0,20,7,22
"6,10409E+15",RT 005 RW 01 DUSUN TERDU,15,8,0,20,7,22
61040910030006,RT 011 RW 01 DUSUN TERDU,30,1,0,21,1,31
"6,10409E+15",RT 011 RW 01 DUSUN TERDU,30,1,0,21,1,31
61040910030007,RT 006 RW 01 DUSUN TERDU,55,9,0,37,1,56
"6,10409E+15",RT 006 RW 01 DUSUN TERDU,55,9,0,37,1,56
61040910030008,RT 007 RW 02 DUSUN PRAMUKA,3,0,0,3,1,4
"6,10409E+15",RT 007 RW 02 DUSUN PRAMUKA,3,0,0,3,1,4
61040910030009,RT 008 RW 02 DUSUN PRAMUKA,0,0,0,0,0,0
"6,10409E+15",RT 008 RW 02 DUSUN PRAMUKA,0,0,0,0,0,0
61040910030010,RT 009 RW 02 DUSUN PRAMUKA,0,0,0,0,0,0
"6,10409E+15",RT 009 RW 02 DUSUN PRAMUKA,0,0,0,0,0,0
61040910030011,RT 010 RW 02 DUSUN PRAMUKA,19,10,0,9,31,50
"6,10409E+15",RT 010 RW 02 DUSUN PRAMUKA,19,10,0,9,31,50
61040910032001,HUTAN,0,0,0,0,0,0
"6,10409E+15",HUTAN,0,0,0,0,0,0
6104091004,PAK BULU,94,30,2,168,66,160
61040910040001,RT 001 RW 01 DUSUN PERIKANAN,0,0,0,0,0,0
"6,10409E+15",RT 001 RW 01 DUSUN PERIKANAN,0,0,0,0,0,0
61040910040002,RT 002 RW 01 DUSUN PERIKANAN,0,0,0,0,0,0
"6,10409E+15",RT 002 RW 01 DUSUN PERIKANAN,0,0,0,0,0,0
61040910040003,RT 003 RW 01 DUSUN PERIKANAN,16,5,0,41,15,31
"6,10409E+15",RT 003 RW 01 DUSUN PERIKANAN,16,5,0,41,15,31
61040910040004,RT 004 RW 02 DUSUN PAK BULU,7,4,1,16,20,27
"6,10409E+15",RT 004 RW 02 DUSUN PAK BULU,7,4,1,16,20,27
61040910040005,RT 005 RW 02 DUSUN PAK BULU,14,21,1,1,27,41
"6,10409E+15",RT 005 RW 02 DUSUN PAK BULU,14,21,1,1,27,41
61040910040006,RT 006 RW 02 DUSUN PAK BULU,14,0,0,47,3,17
"6,10409E+15",RT 006 RW 02 DUSUN PAK BULU,14,0,0,47,3,17
61040910040007,RT 007 RW 02 DUSUN PAK BULU,41,0,0,63,1,42
"6,10409E+15",RT 007 RW 02 DUSUN PAK BULU,41,0,0,63,1,42
61040910040008,RT 008 RW 02 DUSUN PAK BULU,2,0,0,0,0,2
"6,10409E+15",RT 008 RW 02 DUSUN PAK BULU,2,0,0,0,0,2
61040910042001,NON SLS PAK BULU,0,0,0,0,0,0
"6,10409E+15",NON SLS PAK BULU,0,0,0,0,0,0
6104091005,DEMA,92,5,0,62,14,106
61040910050001,RT 001 RW 01 DUSUN BAGURUH,8,0,0,20,0,8
"6,10409E+15",RT 001 RW 01 DUSUN BAGURUH,8,0,0,20,0,8
61040910050002,RT 002 RW 01 DUSUN BAGURUH,28,0,0,11,9,37
"6,10409E+15",RT 002 RW 01 DUSUN BAGURUH,28,0,0,11,9,37
61040910050003,RT 010 RW 01 DUSUN BAGURUH,36,0,0,30,0,36
"6,10409E+15",RT 010 RW 01 DUSUN BAGURUH,36,0,0,30,0,36
61040910050004,RT 011 RW 01 DUSUN BAGURUH,0,0,0,0,0,0
"6,10409E+15",RT 011 RW 01 DUSUN BAGURUH,0,0,0,0,0,0
61040910050005,RT 003 RW 02 DUSUN DEMA,0,0,0,0,0,0
"6,10409E+15",RT 003 RW 02 DUSUN DEMA,0,0,0,0,0,0
61040910050006,RT 004 RW 02 DUSUN DEMA,11,5,0,0,0,11
"6,10409E+15",RT 004 RW 02 DUSUN DEMA,11,5,0,0,0,11
61040910050007,RT 005 RW 02 DUSUN DEMA,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 02 DUSUN DEMA,0,0,0,0,0,0
61040910050008,RT 012 RW 02 DUSUN DEMA,0,0,0,0,0,0
"6,10409E+15",RT 012 RW 02 DUSUN DEMA,0,0,0,0,0,0
61040910050009,RT 006 RW 03 DUSUN PINYUH KERSIK,0,0,0,0,0,0
"6,10409E+15",RT 006 RW 03 DUSUN PINYUH KERSIK,0,0,0,0,0,0
61040910050010,RT 007 RW 03 DUSUN PINYUH KERSIK,9,0,0,1,5,14
"6,10409E+15",RT 007 RW 03 DUSUN PINYUH KERSIK,9,0,0,1,5,14
61040910050011,RT 008 RW 03 DUSUN PINYUH KERSIK,0,0,0,0,0,0
"6,10409E+15",RT 008 RW 03 DUSUN PINYUH KERSIK,0,0,0,0,0,0
61040910050012,RT 009 RW 03 DUSUN PINYUH KERSIK,0,0,0,0,0,0
"6,10409E+15",RT 009 RW 03 DUSUN PINYUH KERSIK,0,0,0,0,0,0
6104091006,KEPAYANG,148,13,0,245,152,300
61040910060001,RT 001 RW 01 DUSUN BILADO,0,0,0,0,0,0
"6,10409E+15",RT 001 RW 01 DUSUN BILADO,0,0,0,0,0,0
61040910060002,RT 002 RW 01 DUSUN BILADO,9,1,0,8,12,21
"6,10409E+15",RT 002 RW 01 DUSUN BILADO,9,1,0,8,12,21
61040910060003,RT 003 RW 01 DUSUN BILADO,7,0,0,41,5,12
"6,10409E+15",RT 003 RW 01 DUSUN BILADO,7,0,0,41,5,12
61040910060004,RT 004 RW 01 DUSUN BILADO,3,0,0,1,1,4
"6,10409E+15",RT 004 RW 01 DUSUN BILADO,3,0,0,1,1,4
61040910060005,RT 005 RW 01 DUSUN BILADO,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 01 DUSUN BILADO,0,0,0,0,0,0
61040910060006,RT 006 RW 02 DUSUN LAHUAK,0,0,0,0,0,0
"6,10409E+15",RT 006 RW 02 DUSUN LAHUAK,0,0,0,0,0,0
61040910060007,RT 007 RW 02 DUSUN LAHUAK,4,0,0,9,4,8
"6,10409E+15",RT 007 RW 02 DUSUN LAHUAK,4,0,0,9,4,8
61040910060008,RT 008 RW 02 DUSUN LAHUAK,26,0,0,12,16,42
"6,10409E+15",RT 008 RW 02 DUSUN LAHUAK,26,0,0,12,16,42
61040910060009,RT 009 RW 02 DUSUN LAHUAK,1,2,0,0,2,3
"6,10409E+15",RT 009 RW 02 DUSUN LAHUAK,1,2,0,0,2,3
61040910060010,RT 010 RW 03 DUSUN PELADIS,21,0,0,57,30,51
"6,10409E+15",RT 010 RW 03 DUSUN PELADIS,21,0,0,57,30,51
61040910060011,RT 011 RW 03 DUSUN PELADIS,6,0,0,34,34,40
"6,10409E+15",RT 011 RW 03 DUSUN PELADIS,6,0,0,34,34,40
61040910060012,RT 012 RW 03 DUSUN PELADIS,21,0,0,19,23,44
"6,10409E+15",RT 012 RW 03 DUSUN PELADIS,21,0,0,19,23,44
61040910060013,RT 013 RW 03 DUSUN PELADIS,28,10,0,18,14,42
"6,10409E+15",RT 013 RW 03 DUSUN PELADIS,28,10,0,18,14,42
61040910060014,RT 014 RW 04 DUSUN KEPAYANG,0,0,0,0,0,0
"6,10409E+15",RT 014 RW 04 DUSUN KEPAYANG,0,0,0,0,0,0
61040910060015,RT 015 RW 04 DUSUN KEPAYANG,0,0,0,0,0,0
"6,10409E+15",RT 015 RW 04 DUSUN KEPAYANG,0,0,0,0,0,0
61040910060016,RT 016 RW 04 DUSUN KEPAYANG,0,0,0,0,0,0
"6,10409E+15",RT 016 RW 04 DUSUN KEPAYANG,0,0,0,0,0,0
