PROGRES PENDATAAN - USAHA/PERUSAHAAN,,,,,,,,,,,,,,
"Seluruh data sampai Sub Satuan Lingkungan Setempat (Sub-SLS) | Sumber: FASIH Pendataan SE 2026 | Diperbarui: 20 Jul 2026, 18.00 | Dicetak: 20 Jul 2026, 20.43",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Kode,Sub Satuan Lingkungan Setempat (Sub-SLS),Jumlah Prelist Usaha,JUMLAH USAHA BKU MENURUT STATUS KEBERADAAN USAHA,,,,,,,,,,Jumlah Usaha BKU,Persentase Usaha BKU
,,,Ditemukan,Persentase Ditemukan,Tutup,Persentase Tutup,Ganda,Persentase Ganda,Tidak Ditemukan,Persentase Tidak Ditemukan,Baru,Persentase Baru,,
-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15
"6,10408E+15",SAWAH DI 005P,1,0,0,0,0,0,0,1,100,0,0,0,0
61040810031002,KEBUN KELAPA DI 008P,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",KEBUN KELAPA DI 008P,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081004,PARIT BUGIS,176,18,"10,23",1,"0,57",0,0,134,"76,14",12,"6,82",30,"17,05"
61040810040001,RT 001 RW 001 DUSUN KERANJI,6,4,"66,67",0,0,0,0,0,0,5,"83,33",9,150
"6,10408E+15",RT 001 RW 001 DUSUN KERANJI,6,4,"66,67",0,0,0,0,0,0,5,"83,33",9,150
61040810040002,RT 002 RW 001 DUSUN KERANJI,8,2,25,0,0,0,0,5,"62,5",2,25,4,50
"6,10408E+15",RT 002 RW 001 DUSUN KERANJI,8,2,25,0,0,0,0,5,"62,5",2,25,4,50
61040810040003,RT 003 RW 001 DUSUN KERANJI,10,4,40,0,0,0,0,4,40,0,0,4,40
"6,10408E+15",RT 003 RW 001 DUSUN KERANJI,10,4,40,0,0,0,0,4,40,0,0,4,40
61040810040004,RT 004 RW 002 DUSUN KERANJI,5,3,60,1,20,0,0,0,0,5,100,8,160
"6,10408E+15",RT 004 RW 002 DUSUN KERANJI,5,3,60,1,20,0,0,0,0,5,100,8,160
61040810040005,RT 005 RW 002 DUSUN KERANJI,9,4,"44,44",0,0,0,0,2,"22,22",0,0,4,"44,44"
"6,10408E+15",RT 005 RW 002 DUSUN KERANJI,9,4,"44,44",0,0,0,0,2,"22,22",0,0,4,"44,44"
61040810040006,RT 006 RW 003 DUSUN ASAM,2,1,50,0,0,0,0,1,50,0,0,1,50
"6,10408E+15",RT 006 RW 003 DUSUN ASAM,2,1,50,0,0,0,0,1,50,0,0,1,50
61040810040007,RT 007 RW 003 DUSUN ASAM,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 007 RW 003 DUSUN ASAM,3,0,0,0,0,0,0,0,0,0,0,0,0
61040810040008,RT 008 RW 004 DUSUN ASAM,130,0,0,0,0,0,0,122,"93,85",0,0,0,0
"6,10408E+15",RT 008 RW 004 DUSUN ASAM,130,0,0,0,0,0,0,122,"93,85",0,0,0,0
61040810040009,RT 009 RW 004 DUSUN ASAM,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 009 RW 004 DUSUN ASAM,1,0,0,0,0,0,0,0,0,0,0,0,0
61040810040010,RT 010 RW 004 DUSUN ASAM,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 010 RW 004 DUSUN ASAM,2,0,0,0,0,0,0,0,0,0,0,0,0
6104081005,PENITI BESAR,440,26,"5,91",1,"0,23",1,"0,23",241,"54,77",36,"8,18",62,"14,09"
61040810050001,RT 001 RW 001 DUSUN SUKA DAMAI,280,0,0,0,0,0,0,165,"58,93",0,0,0,0
"6,10408E+15",RT 001 RW 001 DUSUN SUKA DAMAI,280,0,0,0,0,0,0,165,"58,93",0,0,0,0
61040810050002,RT 002 RW 001 DUSUN SUKA DAMAI,17,1,"5,88",0,0,1,"5,88",0,0,1,"5,88",2,"11,76"
"6,10408E+15",RT 002 RW 001 DUSUN SUKA DAMAI,17,1,"5,88",0,0,1,"5,88",0,0,1,"5,88",2,"11,76"
61040810050003,RT 003 RW 002 DUSUN SUKA DAMAI,21,1,"4,76",0,0,0,0,15,"71,43",1,"4,76",2,"9,52"
"6,10408E+15",RT 003 RW 002 DUSUN SUKA DAMAI,21,1,"4,76",0,0,0,0,15,"71,43",1,"4,76",2,"9,52"
61040810050004,RT 004 RW 002 DUSUN SUKA DAMAI,5,0,0,1,20,0,0,2,40,1,20,1,20
"6,10408E+15",RT 004 RW 002 DUSUN SUKA DAMAI,5,0,0,1,20,0,0,2,40,1,20,1,20
61040810050005,RT 005 RW 002 DUSUN SUKA DAMAI,12,2,"16,67",0,0,0,0,8,"66,67",7,"58,33",9,75
"6,10408E+15",RT 005 RW 002 DUSUN SUKA DAMAI,12,2,"16,67",0,0,0,0,8,"66,67",7,"58,33",9,75
61040810050006,RT 006 RW 002 DUSUN SUKA DAMAI,4,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 006 RW 002 DUSUN SUKA DAMAI,4,0,0,0,0,0,0,0,0,0,0,0,0
61040810050007,RT 007 RW 015 DUSUN SUKA DAMAI,4,0,0,0,0,0,0,4,100,0,0,0,0
"6,10408E+15",RT 007 RW 015 DUSUN SUKA DAMAI,4,0,0,0,0,0,0,4,100,0,0,0,0
61040810050008,RT 008 RW 015 DUSUN SUKA DAMAI,0,0,0,0,0,0,0,0,0,1,0,1,0
"6,10408E+15",RT 008 RW 015 DUSUN SUKA DAMAI,0,0,0,0,0,0,0,0,0,1,0,1,0
61040810050009,RT 009 RW 015 DUSUN SUKA DAMAI,5,1,20,0,0,0,0,3,60,1,20,2,40
"6,10408E+15",RT 009 RW 015 DUSUN SUKA DAMAI,5,1,20,0,0,0,0,3,60,1,20,2,40
61040810050010,RT 001 RW 003 DUSUN KARYA BAKTI,32,7,"21,88",0,0,0,0,22,"68,75",10,"31,25",17,"53,13"
"6,10408E+15",RT 001 RW 003 DUSUN KARYA BAKTI,32,7,"21,88",0,0,0,0,22,"68,75",10,"31,25",17,"53,13"
61040810050011,RT 002 RW 003 DUSUN KARYA BAKTI,8,2,25,0,0,0,0,4,50,3,"37,5",5,"62,5"
"6,10408E+15",RT 002 RW 003 DUSUN KARYA BAKTI,8,2,25,0,0,0,0,4,50,3,"37,5",5,"62,5"
61040810050012,RT 003 RW 004 DUSUN KARYA BAKTI,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 004 DUSUN KARYA BAKTI,3,0,0,0,0,0,0,0,0,0,0,0,0
61040810050013,RT 004 RW 004 DUSUN KARYA BAKTI,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 004 RW 004 DUSUN KARYA BAKTI,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810050014,RT 005 RW 004 DUSUN KARYA BAKTI,4,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 005 RW 004 DUSUN KARYA BAKTI,4,0,0,0,0,0,0,0,0,0,0,0,0
61040810050015,RT 001 RW 005 DUSUN SUKA MAJU,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 005 DUSUN SUKA MAJU,1,0,0,0,0,0,0,0,0,0,0,0,0
61040810050016,RT 002 RW 005 DUSUN SUKA MAJU,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 005 DUSUN SUKA MAJU,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810050017,RT 003 RW 006 DUSUN SUKA MAJU,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 006 DUSUN SUKA MAJU,3,0,0,0,0,0,0,0,0,0,0,0,0
61040810050018,RT 004 RW 006 DUSUN SUKA MAJU,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 004 RW 006 DUSUN SUKA MAJU,1,0,0,0,0,0,0,0,0,0,0,0,0
61040810050019,RT 001 RW 007 DUSUN KARYA BERSAMA,6,0,0,0,0,0,0,1,"16,67",0,0,0,0
"6,10408E+15",RT 001 RW 007 DUSUN KARYA BERSAMA,6,0,0,0,0,0,0,1,"16,67",0,0,0,0
61040810050020,RT 002 RW 007 DUSUN KARYA BERSAMA,4,1,25,0,0,0,0,3,75,0,0,1,25
"6,10408E+15",RT 002 RW 007 DUSUN KARYA BERSAMA,4,1,25,0,0,0,0,3,75,0,0,1,25
61040810050021,RT 003 RW 007 DUSUN KARYA BERSAMA,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,10408E+15",RT 003 RW 007 DUSUN KARYA BERSAMA,1,0,0,0,0,0,0,1,100,0,0,0,0
61040810050022,RT 004 RW 008 DUSUN KARYA BERSAMA,1,0,0,0,0,0,0,1,100,1,100,1,100
"6,10408E+15",RT 004 RW 008 DUSUN KARYA BERSAMA,1,0,0,0,0,0,0,1,100,1,100,1,100
61040810050023,RT 005 RW 008 DUSUN KARYA BERSAMA,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 005 RW 008 DUSUN KARYA BERSAMA,1,0,0,0,0,0,0,0,0,0,0,0,0
61040810050024,RT 001 RW 009 DUSUN TANI MAKMUR,4,1,25,0,0,0,0,2,50,0,0,1,25
"6,10408E+15",RT 001 RW 009 DUSUN TANI MAKMUR,4,1,25,0,0,0,0,2,50,0,0,1,25
61040810050025,RT 002 RW 009 DUSUN TANI MAKMUR,3,2,"66,67",0,0,0,0,1,"33,33",0,0,2,"66,67"
"6,10408E+15",RT 002 RW 009 DUSUN TANI MAKMUR,3,2,"66,67",0,0,0,0,1,"33,33",0,0,2,"66,67"
61040810050026,RT 003 RW 010 DUSUN TANI MAKMUR,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 010 DUSUN TANI MAKMUR,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810050027,RT 004 RW 010 DUSUN TANI MAKMUR,1,1,100,0,0,0,0,0,0,0,0,1,100
"6,10408E+15",RT 004 RW 010 DUSUN TANI MAKMUR,1,1,100,0,0,0,0,0,0,0,0,1,100
61040810050028,RT 001 RW 011 DUSUN KARYA UTAMA,6,3,50,0,0,0,0,3,50,4,"66,67",7,"116,67"
"6,10408E+15",RT 001 RW 011 DUSUN KARYA UTAMA,6,3,50,0,0,0,0,3,50,4,"66,67",7,"116,67"
61040810050029,RT 002 RW 011 DUSUN KARYA UTAMA,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 011 DUSUN KARYA UTAMA,1,0,0,0,0,0,0,0,0,0,0,0,0
61040810050030,RT 003 RW 012 DUSUN KARYA UTAMA,0,0,0,0,0,0,0,0,0,1,0,1,0
"6,10408E+15",RT 003 RW 012 DUSUN KARYA UTAMA,0,0,0,0,0,0,0,0,0,1,0,1,0
61040810050031,RT 004 RW 012 DUSUN KARYA UTAMA,3,0,0,0,0,0,0,2,"66,67",0,0,0,0
"6,10408E+15",RT 004 RW 012 DUSUN KARYA UTAMA,3,0,0,0,0,0,0,2,"66,67",0,0,0,0
61040810050032,RT 001 RW 013 DUSUN SABAR MENANTI,3,1,"33,33",0,0,0,0,2,"66,67",2,"66,67",3,100
"6,10408E+15",RT 001 RW 013 DUSUN SABAR MENANTI,3,1,"33,33",0,0,0,0,2,"66,67",2,"66,67",3,100
61040810050033,RT 002 RW 013 DUSUN SABAR MENANTI,0,0,0,0,0,0,0,0,0,1,0,1,0
"6,10408E+15",RT 002 RW 013 DUSUN SABAR MENANTI,0,0,0,0,0,0,0,0,0,1,0,1,0
61040810050034,RT 003 RW 013 DUSUN SABAR MENANTI,2,2,100,0,0,0,0,0,0,0,0,2,100
"6,10408E+15",RT 003 RW 013 DUSUN SABAR MENANTI,2,2,100,0,0,0,0,0,0,0,0,2,100
61040810050035,RT 004 RW 014 DUSUN SABAR MENANTI,1,1,100,0,0,0,0,0,0,2,200,3,300
"6,10408E+15",RT 004 RW 014 DUSUN SABAR MENANTI,1,1,100,0,0,0,0,0,0,2,200,3,300
61040810050036,RT 005 RW 014 DUSUN SABAR MENANTI,3,0,0,0,0,0,0,2,"66,67",0,0,0,0
"6,10408E+15",RT 005 RW 014 DUSUN SABAR MENANTI,3,0,0,0,0,0,0,2,"66,67",0,0,0,0
61040810052001,HUTAN / SEMAK BELUKAR,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",HUTAN / SEMAK BELUKAR,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006,PENITI DALAM II,466,10,"2,15",1,"0,21",0,0,394,"84,55",3,"0,64",13,"2,79"
61040810060002,RT 003 RW 001 DUSUN KARYA UTAMA,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 001 DUSUN KARYA UTAMA,1,0,0,0,0,0,0,0,0,0,0,0,0
61040810060003,RT 002 RW 001 DUSUN KARYA UTAMA,5,1,20,0,0,0,0,2,40,0,0,1,20
"6,10408E+15",RT 002 RW 001 DUSUN KARYA UTAMA,5,1,20,0,0,0,0,2,40,0,0,1,20
61040810060005,RT 004 RW 001 DUSUN KARYA UTAMA,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 004 RW 001 DUSUN KARYA UTAMA,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060008,RT 005 RW 002 DUSUN KARYA UTAMA,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 005 RW 002 DUSUN KARYA UTAMA,2,0,0,0,0,0,0,0,0,0,0,0,0
61040810060009,RT 006 RW 002 DUSUN KARYA UTAMA,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 006 RW 002 DUSUN KARYA UTAMA,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060010,RT 007 RW 002 DUSUN KARYA UTAMA,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 007 RW 002 DUSUN KARYA UTAMA,2,0,0,0,0,0,0,0,0,0,0,0,0
61040810060011,RT 008 RW 001 DUSUN KARYA UTAMA,4,2,50,0,0,0,0,1,25,0,0,2,50
"6,10408E+15",RT 008 RW 001 DUSUN KARYA UTAMA,4,2,50,0,0,0,0,1,25,0,0,2,50
61040810060012,RT 009 RW 008 DUSUN CAHAYA INTAN,403,0,0,0,0,0,0,379,"94,04",0,0,0,0
"6,10408E+15",RT 009 RW 008 DUSUN CAHAYA INTAN,403,0,0,0,0,0,0,379,"94,04",0,0,0,0
61040810060015,RT 011 RW 003 DUSUN CAHAYA INTAN,4,1,25,0,0,0,0,0,0,0,0,1,25
"6,10408E+15",RT 011 RW 003 DUSUN CAHAYA INTAN,4,1,25,0,0,0,0,0,0,0,0,1,25
61040810060016,RT 012 RW 003 DUSUN CAHAYA INTAN,4,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 012 RW 003 DUSUN CAHAYA INTAN,4,0,0,0,0,0,0,0,0,0,0,0,0
61040810060017,RT 013 RW 003 DUSUN CAHAYA INTAN,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 013 RW 003 DUSUN CAHAYA INTAN,2,0,0,0,0,0,0,0,0,0,0,0,0
61040810060018,RT 014 RW 003 DUSUN CAHAYA INTAN,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 014 RW 003 DUSUN CAHAYA INTAN,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060020,RT 015 RW 004 DUSUN LEMBAH HIJAU,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 015 RW 004 DUSUN LEMBAH HIJAU,1,0,0,0,0,0,0,0,0,0,0,0,0
61040810060022,RT 017 RW 005 DUSUN LEMBAH HIJAU,6,0,0,0,0,0,0,3,50,0,0,0,0
"6,10408E+15",RT 017 RW 005 DUSUN LEMBAH HIJAU,6,0,0,0,0,0,0,3,50,0,0,0,0
61040810060023,RT 018 RW 005 DUSUN LEMBAH HIJAU,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 018 RW 005 DUSUN LEMBAH HIJAU,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060028,RT 021 RW 006 DUSUN TUNAS BARU,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 021 RW 006 DUSUN TUNAS BARU,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060029,RT 022 RW 006 DUSUN TUNAS BARU,2,0,0,0,0,0,0,1,50,0,0,0,0
"6,10408E+15",RT 022 RW 006 DUSUN TUNAS BARU,2,0,0,0,0,0,0,1,50,0,0,0,0
61040810060031,RT 024 RW 007 DUSUN TUNAS BARU,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 024 RW 007 DUSUN TUNAS BARU,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060035,RT 010 RW 008 DUSUN CAHAYA INTAN,11,2,"18,18",1,"9,09",0,0,2,"18,18",2,"18,18",4,"36,36"
"6,10408E+15",RT 010 RW 008 DUSUN CAHAYA INTAN,11,2,"18,18",1,"9,09",0,0,2,"18,18",2,"18,18",4,"36,36"
61040810060036,RT 016 RW 004 DUSUN LEMBAH HIJAU,4,1,25,0,0,0,0,0,0,0,0,1,25
"6,10408E+15",RT 016 RW 004 DUSUN LEMBAH HIJAU,4,1,25,0,0,0,0,0,0,0,0,1,25
61040810060037,RT 019 RW 005 DUSUN LEMBAH HIJAU,3,1,"33,33",0,0,0,0,1,"33,33",0,0,1,"33,33"
"6,10408E+15",RT 019 RW 005 DUSUN LEMBAH HIJAU,3,1,"33,33",0,0,0,0,1,"33,33",0,0,1,"33,33"
61040810060038,RT 023 RW 007 DUSUN TUNAS BARU,2,0,0,0,0,0,0,1,50,0,0,0,0
"6,10408E+15",RT 023 RW 007 DUSUN TUNAS BARU,2,0,0,0,0,0,0,1,50,0,0,0,0
61040810060039,RT 025 RW 007 DUSUN TUNAS BARU,2,0,0,0,0,0,0,2,100,1,50,1,50
"6,10408E+15",RT 025 RW 007 DUSUN TUNAS BARU,2,0,0,0,0,0,0,2,100,1,50,1,50
61040810060040,RT 020 RW 006 DUSUN TUNAS BARU,4,2,50,0,0,0,0,2,50,0,0,2,50
"6,10408E+15",RT 020 RW 006 DUSUN TUNAS BARU,4,2,50,0,0,0,0,2,50,0,0,2,50
61040810060041,RT 001 RW 001 DUSUN KARYA UTAMA,4,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 001 DUSUN KARYA UTAMA,4,0,0,0,0,0,0,0,0,0,0,0,0
61040810062001,BLOK PERSIAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10408E+15",BLOK PERSIAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090,SUNGAI PINYUH,"3,099",150,"4,84",7,"0,23",8,"0,26","1,648","53,18",336,"10,84",486,"15,68"
6104090001,SUNGAI PURUN KECIL,380,20,"5,26",1,"0,26",0,0,172,"45,26",24,"6,32",44,"11,58"
61040900010001,RT 001 RW 01 DUSUN NIKMAT,5,2,40,0,0,0,0,3,60,0,0,2,40
"6,10409E+15",RT 001 RW 01 DUSUN NIKMAT,5,2,40,0,0,0,0,3,60,0,0,2,40
61040900010002,RT 002 RW 01 DUSUN NIKMAT,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,10409E+15",RT 002 RW 01 DUSUN NIKMAT,1,0,0,0,0,0,0,1,100,0,0,0,0
61040900010003,RT 003 RW 02 DUSUN NIKMAT,2,0,0,0,0,0,0,2,100,0,0,0,0
"6,10409E+15",RT 003 RW 02 DUSUN NIKMAT,2,0,0,0,0,0,0,2,100,0,0,0,0
61040900010004,RT 004 RW 02 DUSUN NIKMAT,2,0,0,0,0,0,0,2,100,0,0,0,0
"6,10409E+15",RT 004 RW 02 DUSUN NIKMAT,2,0,0,0,0,0,0,2,100,0,0,0,0
61040900010005,RT 005 RW 03 DUSUN KARYA,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 03 DUSUN KARYA,1,0,0,0,0,0,0,0,0,0,0,0,0
61040900010006,RT 006 RW 03 DUSUN KARYA,4,0,0,0,0,0,0,3,75,0,0,0,0
"6,10409E+15",RT 006 RW 03 DUSUN KARYA,4,0,0,0,0,0,0,3,75,0,0,0,0
61040900010007,RT 007 RW 04 DUSUN KARYA,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,10409E+15",RT 007 RW 04 DUSUN KARYA,1,0,0,0,0,0,0,1,100,0,0,0,0
61040900010008,RT 008 RW 04 DUSUN KARYA,12,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 008 RW 04 DUSUN KARYA,12,0,0,0,0,0,0,0,0,0,0,0,0
61040900010009,RT 009 RW 05 DUSUN SWADAYA,13,3,"23,08",0,0,0,0,7,"53,85",0,0,3,"23,08"
"6,10409E+15",RT 009 RW 05 DUSUN SWADAYA,13,3,"23,08",0,0,0,0,7,"53,85",0,0,3,"23,08"
61040900010010,RT 010 RW 05 DUSUN SWADAYA,3,0,0,0,0,0,0,2,"66,67",0,0,0,0
"6,10409E+15",RT 010 RW 05 DUSUN SWADAYA,3,0,0,0,0,0,0,2,"66,67",0,0,0,0
61040900010011,RT 011 RW 06 DUSUN SWADAYA,5,4,80,0,0,0,0,1,20,0,0,4,80
"6,10409E+15",RT 011 RW 06 DUSUN SWADAYA,5,4,80,0,0,0,0,1,20,0,0,4,80
61040900010012,RT 012 RW 06 DUSUN SWADAYA,19,6,"31,58",0,0,0,0,9,"47,37",6,"31,58",12,"63,16"
"6,10409E+15",RT 012 RW 06 DUSUN SWADAYA,19,6,"31,58",0,0,0,0,9,"47,37",6,"31,58",12,"63,16"
61040900010013,RT 013 RW 07 DUSUN SWADAYA,256,1,"0,39",0,0,0,0,116,"45,31",5,"1,95",6,"2,34"
"6,10409E+15",RT 013 RW 07 DUSUN SWADAYA,256,1,"0,39",0,0,0,0,116,"45,31",5,"1,95",6,"2,34"
61040900010014,RT 014 RW 07 DUSUN SEJAHTERA,5,0,0,0,0,0,0,4,80,10,200,10,200
"6,10409E+15",RT 014 RW 07 DUSUN SEJAHTERA,5,0,0,0,0,0,0,4,80,10,200,10,200
61040900010015,RT 015 RW 08 DUSUN SEJAHTERA,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 015 RW 08 DUSUN SEJAHTERA,3,0,0,0,0,0,0,0,0,0,0,0,0
61040900010016,RT 016 RW 08 DUSUN SEJAHTERA,5,2,40,1,20,0,0,0,0,1,20,3,60
"6,10409E+15",RT 016 RW 08 DUSUN SEJAHTERA,5,2,40,1,20,0,0,0,0,1,20,3,60
61040900010017,RT 017 RW 09 DUSUN BAHAGIAH,17,1,"5,88",0,0,0,0,13,"76,47",0,0,1,"5,88"
"6,10409E+15",RT 017 RW 09 DUSUN BAHAGIAH,17,1,"5,88",0,0,0,0,13,"76,47",0,0,1,"5,88"
61040900010018,RT 018 RW 09 DUSUN BAHAGIAH,8,0,0,0,0,0,0,6,75,0,0,0,0
"6,10409E+15",RT 018 RW 09 DUSUN BAHAGIAH,8,0,0,0,0,0,0,6,75,0,0,0,0
61040900010019,RT 019 RW 010 DUSUN BAHAGIAH,11,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 019 RW 010 DUSUN BAHAGIAH,11,0,0,0,0,0,0,0,0,0,0,0,0
61040900010020,RT 020 RW 010 DUSUN BAHAGIAH,4,1,25,0,0,0,0,0,0,2,50,3,75
"6,10409E+15",RT 020 RW 010 DUSUN BAHAGIAH,4,1,25,0,0,0,0,0,0,2,50,3,75
61040900010021,RT 021 RW 010 DUSUN BAHAGIAH,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 021 RW 010 DUSUN BAHAGIAH,0,0,0,0,0,0,0,0,0,0,0,0,0
61040900011001,PERKEBUNAN SAWIT,2,0,0,0,0,0,0,1,50,0,0,0,0
"6,10409E+15",PERKEBUNAN SAWIT,2,0,0,0,0,0,0,1,50,0,0,0,0
61040900011003,PERKEBUNAN SAWIT,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",PERKEBUNAN SAWIT,0,0,0,0,0,0,0,0,0,0,0,0,0
61040900012002,HUTAN DI 007P,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,10409E+15",HUTAN DI 007P,1,0,0,0,0,0,0,1,100,0,0,0,0
6104090003,PENIRAMAN,573,19,"3,32",3,"0,52",1,"0,17",424,74,31,"5,41",50,"8,73"
61040900030001,RT 001 RW 01 DUSUN TERATAI,28,5,"17,86",0,0,0,0,19,"67,86",10,"35,71",15,"53,57"
"6,10409E+15",RT 001 RW 01 DUSUN TERATAI,28,5,"17,86",0,0,0,0,19,"67,86",10,"35,71",15,"53,57"
61040900030002,RT 002 RW 01 DUSUN TERATAI,7,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 002 RW 01 DUSUN TERATAI,7,0,0,0,0,0,0,0,0,0,0,0,0
61040900030003,RT 003 RW 02 DUSUN TERATAI,6,1,"16,67",0,0,0,0,3,50,1,"16,67",2,"33,33"
"6,10409E+15",RT 003 RW 02 DUSUN TERATAI,6,1,"16,67",0,0,0,0,3,50,1,"16,67",2,"33,33"
61040900030004,RT 004 RW 02 DUSUN TERATAI,10,2,20,0,0,0,0,6,60,0,0,2,20
"6,10409E+15",RT 004 RW 02 DUSUN TERATAI,10,2,20,0,0,0,0,6,60,0,0,2,20
61040900030005,RT 005 RW 03 DUSUN BABUSSALAM,12,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 03 DUSUN BABUSSALAM,12,0,0,0,0,0,0,0,0,0,0,0,0
61040900030006,RT 006 RW 03 DUSUN BABUSSALAM,9,3,"33,33",0,0,1,"11,11",3,"33,33",2,"22,22",5,"55,56"
"6,10409E+15",RT 006 RW 03 DUSUN BABUSSALAM,9,3,"33,33",0,0,1,"11,11",3,"33,33",2,"22,22",5,"55,56"
61040900030007,RT 007 RW 04 DUSUN BABUSSALAM,11,0,0,0,0,0,0,0,0,3,"27,27",3,"27,27"
"6,10409E+15",RT 007 RW 04 DUSUN BABUSSALAM,11,0,0,0,0,0,0,0,0,3,"27,27",3,"27,27"
61040900030008,RT 008 RW 04 DUSUN BABUSSALAM,10,5,50,1,10,0,0,4,40,3,30,8,80
"6,10409E+15",RT 008 RW 04 DUSUN BABUSSALAM,10,5,50,1,10,0,0,4,40,3,30,8,80
61040900030009,RT 009 RW 05 DUSUN BABUSSALAM,13,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 009 RW 05 DUSUN BABUSSALAM,13,0,0,0,0,0,0,0,0,0,0,0,0
61040900030010,RT 010 RW 05 DUSUN SUI DAYAK,388,0,0,2,"0,52",0,0,368,"94,85",0,0,0,0
"6,10409E+15",RT 010 RW 05 DUSUN SUI DAYAK,388,0,0,2,"0,52",0,0,368,"94,85",0,0,0,0
61040900030011,RT 011 RW 06 DUSUN SUI DAYAK,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 011 RW 06 DUSUN SUI DAYAK,3,0,0,0,0,0,0,0,0,0,0,0,0
61040900030012,RT 012 RW 06 DUSUN SUI DAYAK,12,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 012 RW 06 DUSUN SUI DAYAK,12,0,0,0,0,0,0,0,0,0,0,0,0
61040900030013,RT 013 RW 06 DUSUN SUI DAYAK,8,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 013 RW 06 DUSUN SUI DAYAK,8,0,0,0,0,0,0,0,0,0,0,0,0
