PROGRES PENDATAAN - USAHA/PERUSAHAAN,,,,,,,,,,,,,,
"Seluruh data sampai Sub Satuan Lingkungan Setempat (Sub-SLS) | Sumber: FASIH Pendataan SE 2026 | Diperbarui: 20 Jul 2026, 18.00 | Dicetak: 20 Jul 2026, 20.43",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Kode,Sub Satuan Lingkungan Setempat (Sub-SLS),Jumlah Prelist Usaha,JUMLAH USAHA BKU MENURUT STATUS KEBERADAAN USAHA,,,,,,,,,,Jumlah Usaha BKU,Persentase Usaha BKU
,,,Ditemukan,Persentase Ditemukan,Tutup,Persentase Tutup,Ganda,Persentase Ganda,Tidak Ditemukan,Persentase Tidak Ditemukan,Baru,Persentase Baru,,
-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15
"6,10409E+15",RT 009 RW 02 DUSUN LAHUAK,1,0,0,0,0,0,0,0,0,0,0,0,0
61040910060010,RT 010 RW 03 DUSUN PELADIS,0,0,0,0,0,0,0,0,0,1,0,1,0
"6,10409E+15",RT 010 RW 03 DUSUN PELADIS,0,0,0,0,0,0,0,0,0,1,0,1,0
61040910060011,RT 011 RW 03 DUSUN PELADIS,1,0,0,0,0,0,0,1,100,1,100,1,100
"6,10409E+15",RT 011 RW 03 DUSUN PELADIS,1,0,0,0,0,0,0,1,100,1,100,1,100
61040910060012,RT 012 RW 03 DUSUN PELADIS,13,4,"30,77",0,0,0,0,6,"46,15",0,0,4,"30,77"
"6,10409E+15",RT 012 RW 03 DUSUN PELADIS,13,4,"30,77",0,0,0,0,6,"46,15",0,0,4,"30,77"
61040910060013,RT 013 RW 03 DUSUN PELADIS,177,2,"1,13",0,0,0,0,118,"66,67",2,"1,13",4,"2,26"
"6,10409E+15",RT 013 RW 03 DUSUN PELADIS,177,2,"1,13",0,0,0,0,118,"66,67",2,"1,13",4,"2,26"
61040910060014,RT 014 RW 04 DUSUN KEPAYANG,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 014 RW 04 DUSUN KEPAYANG,1,0,0,0,0,0,0,0,0,0,0,0,0
61040910060015,RT 015 RW 04 DUSUN KEPAYANG,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 015 RW 04 DUSUN KEPAYANG,1,0,0,0,0,0,0,0,0,0,0,0,0
61040910060016,RT 016 RW 04 DUSUN KEPAYANG,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 016 RW 04 DUSUN KEPAYANG,2,0,0,0,0,0,0,0,0,0,0,0,0
61040910060017,RT 017 RW 04 DUSUN KEPAYANG,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 017 RW 04 DUSUN KEPAYANG,1,0,0,0,0,0,0,0,0,0,0,0,0
61040910060018,RT 018 RW 04 DUSUN KEPAYANG,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",RT 018 RW 04 DUSUN KEPAYANG,0,0,0,0,0,0,0,0,0,0,0,0,0
61040910062001,NON SLS KEPAYANG,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10409E+15",NON SLS KEPAYANG,1,0,0,0,0,0,0,0,0,0,0,0,0
61040910062002,HUTAN DI BS 009P,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,10409E+15",HUTAN DI BS 009P,1,0,0,0,0,0,0,1,100,0,0,0,0
6104100,MEMPAWAH HILIR,"3,157",132,"4,18",7,"0,22",15,"0,48","1,622","51,38",165,"5,23",297,"9,41"
6104100001,TANJUNG,122,0,0,0,0,0,0,114,"93,44",0,0,0,0
61041000010001,RT 01 RW 01,3,0,0,0,0,0,0,3,100,0,0,0,0
"6,1041E+15",RT 01 RW 01,3,0,0,0,0,0,0,3,100,0,0,0,0
61041000010002,RT 02 RW 01,9,0,0,0,0,0,0,6,"66,67",0,0,0,0
"6,1041E+15",RT 02 RW 01,9,0,0,0,0,0,0,6,"66,67",0,0,0,0
61041000010003,RT 03 RW 02,4,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 03 RW 02,4,0,0,0,0,0,0,0,0,0,0,0,0
61041000010004,RT 04 RW 02,103,0,0,0,0,0,0,103,100,0,0,0,0
"6,1041E+15",RT 04 RW 02,103,0,0,0,0,0,0,103,100,0,0,0,0
61041000010005,RT 05 RW 03,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 05 RW 03,1,0,0,0,0,0,0,0,0,0,0,0,0
61041000010006,RT 06 RW 03,2,0,0,0,0,0,0,2,100,0,0,0,0
"6,1041E+15",RT 06 RW 03,2,0,0,0,0,0,0,2,100,0,0,0,0
6104100002,KUALA SECAPAH,490,11,"2,24",0,0,1,"0,2",434,"88,57",10,"2,04",21,"4,29"
61041000020001,RT 001 RW 01 DUSUN ABADI,12,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 001 RW 01 DUSUN ABADI,12,0,0,0,0,0,0,0,0,0,0,0,0
61041000020002,RT 002 RW 01 DUSUN ABADI,17,6,"35,29",0,0,0,0,5,"29,41",1,"5,88",7,"41,18"
"6,1041E+15",RT 002 RW 01 DUSUN ABADI,17,6,"35,29",0,0,0,0,5,"29,41",1,"5,88",7,"41,18"
61041000020003,RT 003 RW 02 DUSUN ABADI,2,1,50,0,0,0,0,1,50,0,0,1,50
"6,1041E+15",RT 003 RW 02 DUSUN ABADI,2,1,50,0,0,0,0,1,50,0,0,1,50
61041000020004,RT 004 RW 02 DUSUN ABADI,2,0,0,0,0,0,0,2,100,0,0,0,0
"6,1041E+15",RT 004 RW 02 DUSUN ABADI,2,0,0,0,0,0,0,2,100,0,0,0,0
61041000020005,RT 005 RW 03 DUSUN KABO,17,3,"17,65",0,0,0,0,12,"70,59",1,"5,88",4,"23,53"
"6,1041E+15",RT 005 RW 03 DUSUN KABO,17,3,"17,65",0,0,0,0,12,"70,59",1,"5,88",4,"23,53"
61041000020006,RT 006 RW 03 DUSUN KABO,7,0,0,0,0,0,0,0,0,7,100,7,100
"6,1041E+15",RT 006 RW 03 DUSUN KABO,7,0,0,0,0,0,0,0,0,7,100,7,100
61041000020007,RT 007 RW 04 DUSUN KABO,412,0,0,0,0,1,"0,24",409,"99,27",0,0,0,0
"6,1041E+15",RT 007 RW 04 DUSUN KABO,412,0,0,0,0,1,"0,24",409,"99,27",0,0,0,0
61041000020008,RT 008 RW 04 DUSUN KABO,3,0,0,0,0,0,0,0,0,1,"33,33",1,"33,33"
"6,1041E+15",RT 008 RW 04 DUSUN KABO,3,0,0,0,0,0,0,0,0,1,"33,33",1,"33,33"
61041000020009,RT 009 RW 05 DUSUN KARYA,2,1,50,0,0,0,0,0,0,0,0,1,50
"6,1041E+15",RT 009 RW 05 DUSUN KARYA,2,1,50,0,0,0,0,0,0,0,0,1,50
61041000020010,RT 010 RW 05 DUSUN KARYA,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 010 RW 05 DUSUN KARYA,3,0,0,0,0,0,0,0,0,0,0,0,0
61041000020011,RT 011 RW 06 DUSUN KARYA,3,0,0,0,0,0,0,2,"66,67",0,0,0,0
"6,1041E+15",RT 011 RW 06 DUSUN KARYA,3,0,0,0,0,0,0,2,"66,67",0,0,0,0
61041000020012,RT 012 RW 06 DUSUN KARYA,2,0,0,0,0,0,0,1,50,0,0,0,0
"6,1041E+15",RT 012 RW 06 DUSUN KARYA,2,0,0,0,0,0,0,1,50,0,0,0,0
61041000020013,RT 013 RW 07 DUSUN HARAPAN,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 013 RW 07 DUSUN HARAPAN,2,0,0,0,0,0,0,0,0,0,0,0,0
61041000020014,RT 014 RW 07 DUSUN HARAPAN,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,1041E+15",RT 014 RW 07 DUSUN HARAPAN,1,0,0,0,0,0,0,1,100,0,0,0,0
61041000020015,RT 015 RW 08 DUSUN HARAPAN,4,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 015 RW 08 DUSUN HARAPAN,4,0,0,0,0,0,0,0,0,0,0,0,0
61041000022001,PULAU DATUK,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,1041E+15",PULAU DATUK,1,0,0,0,0,0,0,1,100,0,0,0,0
6104100007,TENGAH,252,8,"3,17",1,"0,4",0,0,61,"24,21",19,"7,54",27,"10,71"
61041000070001,RT 001 RW 01,14,0,0,0,0,0,0,2,"14,29",0,0,0,0
"6,1041E+15",RT 001 RW 01,14,0,0,0,0,0,0,2,"14,29",0,0,0,0
61041000070002,RT 002 RW 01,6,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 002 RW 01,6,0,0,0,0,0,0,0,0,0,0,0,0
61041000070003,RT 003 RW 02,9,0,0,0,0,0,0,1,"11,11",1,"11,11",1,"11,11"
"6,1041E+15",RT 003 RW 02,9,0,0,0,0,0,0,1,"11,11",1,"11,11",1,"11,11"
61041000070004,RT 004 RW 02,8,0,0,0,0,0,0,4,50,0,0,0,0
"6,1041E+15",RT 004 RW 02,8,0,0,0,0,0,0,4,50,0,0,0,0
61041000070005,RT 005 RW 02,5,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 005 RW 02,5,0,0,0,0,0,0,0,0,0,0,0,0
61041000070006,RT 006 RW 03,10,0,0,0,0,0,0,1,10,0,0,0,0
"6,1041E+15",RT 006 RW 03,10,0,0,0,0,0,0,1,10,0,0,0,0
61041000070007,RT 007 RW 03,47,0,0,0,0,0,0,13,"27,66",0,0,0,0
"6,1041E+15",RT 007 RW 03,47,0,0,0,0,0,0,13,"27,66",0,0,0,0
61041000070008,RT 008 RW 03,22,0,0,0,0,0,0,2,"9,09",0,0,0,0
"6,1041E+15",RT 008 RW 03,22,0,0,0,0,0,0,2,"9,09",0,0,0,0
61041000070009,RT 009 RW 04,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 009 RW 04,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000070010,RT 010 RW 04,4,0,0,0,0,0,0,1,25,0,0,0,0
"6,1041E+15",RT 010 RW 04,4,0,0,0,0,0,0,1,25,0,0,0,0
61041000070011,RT 011 RW 04,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 011 RW 04,3,0,0,0,0,0,0,0,0,0,0,0,0
61041000070012,RT 012 RW 04,10,0,0,0,0,0,0,5,50,0,0,0,0
"6,1041E+15",RT 012 RW 04,10,0,0,0,0,0,0,5,50,0,0,0,0
61041000070013,RT 013 RW 05,29,0,0,0,0,0,0,1,"3,45",0,0,0,0
"6,1041E+15",RT 013 RW 05,29,0,0,0,0,0,0,1,"3,45",0,0,0,0
61041000070014,RT 014 RW 05,15,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 014 RW 05,15,0,0,0,0,0,0,0,0,0,0,0,0
61041000070015,RT 015 RW 06,3,0,0,0,0,0,0,3,100,0,0,0,0
"6,1041E+15",RT 015 RW 06,3,0,0,0,0,0,0,3,100,0,0,0,0
61041000070016,RT 016 RW 06,1,0,0,0,0,0,0,1,100,1,100,1,100
"6,1041E+15",RT 016 RW 06,1,0,0,0,0,0,0,1,100,1,100,1,100
61041000070017,RT 017 RW 06,5,0,0,0,0,0,0,2,40,0,0,0,0
"6,1041E+15",RT 017 RW 06,5,0,0,0,0,0,0,2,40,0,0,0,0
61041000070018,RT 018 RW 06,2,0,0,0,0,0,0,2,100,0,0,0,0
"6,1041E+15",RT 018 RW 06,2,0,0,0,0,0,0,2,100,0,0,0,0
61041000070019,RT 019 RW 07,12,3,25,0,0,0,0,5,"41,67",9,75,12,100
"6,1041E+15",RT 019 RW 07,12,3,25,0,0,0,0,5,"41,67",9,75,12,100
61041000070020,RT 024 RW 07,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 024 RW 07,3,0,0,0,0,0,0,0,0,0,0,0,0
61041000070021,RT 020 RW 07,15,2,"13,33",0,0,0,0,12,80,6,40,8,"53,33"
"6,1041E+15",RT 020 RW 07,15,2,"13,33",0,0,0,0,12,80,6,40,8,"53,33"
61041000070022,RT 021 RW 07,15,2,"13,33",0,0,0,0,1,"6,67",2,"13,33",4,"26,67"
6104100007002201,RT 021 RW 07,9,1,"11,11",0,0,0,0,0,0,2,"22,22",3,"33,33"
6104100007002202,RT 021 RW 07,6,1,"16,67",0,0,0,0,1,"16,67",0,0,1,"16,67"
61041000070023,RT 022 RW 08,8,0,0,1,"12,5",0,0,0,0,0,0,0,0
"6,1041E+15",RT 022 RW 08,8,0,0,1,"12,5",0,0,0,0,0,0,0,0
61041000070024,RT 023 RW 08,6,1,"16,67",0,0,0,0,5,"83,33",0,0,1,"16,67"
"6,1041E+15",RT 023 RW 08,6,1,"16,67",0,0,0,0,5,"83,33",0,0,1,"16,67"
6104100008,TERUSAN,993,79,"7,96",5,"0,5",14,"1,41",291,"29,31",90,"9,06",169,"17,02"
61041000080001,RT 037 RW 01,10,0,0,0,0,0,0,8,80,0,0,0,0
"6,1041E+15",RT 037 RW 01,10,0,0,0,0,0,0,8,80,0,0,0,0
61041000080002,RT 036 RW 01,6,0,0,0,0,0,0,4,"66,67",0,0,0,0
"6,1041E+15",RT 036 RW 01,6,0,0,0,0,0,0,4,"66,67",0,0,0,0
61041000080003,RT 030 RW 01,14,2,"14,29",1,"7,14",0,0,1,"7,14",0,0,2,"14,29"
"6,1041E+15",RT 030 RW 01,14,2,"14,29",1,"7,14",0,0,1,"7,14",0,0,2,"14,29"
61041000080004,RT 029 RW 01,12,1,"8,33",0,0,2,"16,67",0,0,0,0,1,"8,33"
"6,1041E+15",RT 029 RW 01,12,1,"8,33",0,0,2,"16,67",0,0,0,0,1,"8,33"
61041000080005,RT 028 RW 02,5,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 028 RW 02,5,0,0,0,0,0,0,0,0,0,0,0,0
61041000080006,RT 027 RW 02,9,4,"44,44",0,0,0,0,5,"55,56",0,0,4,"44,44"
"6,1041E+15",RT 027 RW 02,9,4,"44,44",0,0,0,0,5,"55,56",0,0,4,"44,44"
61041000080007,RT 026 RW 03,16,0,0,0,0,0,0,13,"81,25",0,0,0,0
"6,1041E+15",RT 026 RW 03,16,0,0,0,0,0,0,13,"81,25",0,0,0,0
61041000080008,RT 025 RW 03,13,1,"7,69",0,0,0,0,3,"23,08",0,0,1,"7,69"
"6,1041E+15",RT 025 RW 03,13,1,"7,69",0,0,0,0,3,"23,08",0,0,1,"7,69"
61041000080009,RT 023 RW 04,28,4,"14,29",0,0,0,0,0,0,5,"17,86",9,"32,14"
"6,1041E+15",RT 023 RW 04,28,4,"14,29",0,0,0,0,0,0,5,"17,86",9,"32,14"
61041000080010,RT 022 RW 05,17,0,0,0,0,1,"5,88",11,"64,71",2,"11,76",2,"11,76"
"6,1041E+15",RT 022 RW 05,17,0,0,0,0,1,"5,88",11,"64,71",2,"11,76",2,"11,76"
61041000080011,RT 033 RW 05,23,1,"4,35",1,"4,35",0,0,8,"34,78",0,0,1,"4,35"
"6,1041E+15",RT 033 RW 05,23,1,"4,35",1,"4,35",0,0,8,"34,78",0,0,1,"4,35"
61041000080012,RT 019 RW 06,45,0,0,0,0,2,"4,44",19,"42,22",1,"2,22",1,"2,22"
"6,1041E+15",RT 019 RW 06,45,0,0,0,0,2,"4,44",19,"42,22",1,"2,22",1,"2,22"
61041000080013,RT 020 RW 06,25,4,16,0,0,0,0,8,32,3,12,7,28
"6,1041E+15",RT 020 RW 06,25,4,16,0,0,0,0,8,32,3,12,7,28
61041000080014,RT 017 RW 07,26,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 017 RW 07,26,0,0,0,0,0,0,0,0,0,0,0,0
61041000080015,RT 018 RW 07,16,0,0,0,0,1,"6,25",5,"31,25",2,"12,5",2,"12,5"
"6,1041E+15",RT 018 RW 07,16,0,0,0,0,1,"6,25",5,"31,25",2,"12,5",2,"12,5"
61041000080016,RT 034 RW 07,24,1,"4,17",0,0,0,0,0,0,0,0,1,"4,17"
"6,1041E+15",RT 034 RW 07,24,1,"4,17",0,0,0,0,0,0,0,0,1,"4,17"
61041000080017,RT 035 RW 07,2,0,0,0,0,0,0,2,100,0,0,0,0
"6,1041E+15",RT 035 RW 07,2,0,0,0,0,0,0,2,100,0,0,0,0
61041000080018,RT 041 RW 08,2,0,0,0,0,0,0,2,100,0,0,0,0
"6,1041E+15",RT 041 RW 08,2,0,0,0,0,0,0,2,100,0,0,0,0
61041000080019,RT 016 RW 08,33,3,"9,09",0,0,0,0,0,0,1,"3,03",4,"12,12"
"6,1041E+15",RT 016 RW 08,33,3,"9,09",0,0,0,0,0,0,1,"3,03",4,"12,12"
61041000080020,RT 015 RW 08,36,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 015 RW 08,36,0,0,0,0,0,0,0,0,0,0,0,0
61041000080021,RT 014 RW 09,71,0,0,1,"1,41",6,"8,45",20,"28,17",0,0,0,0
"6,1041E+15",RT 014 RW 09,71,0,0,1,"1,41",6,"8,45",20,"28,17",0,0,0,0
61041000080022,RT 013 RW 16,5,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 013 RW 16,5,0,0,0,0,0,0,0,0,0,0,0,0
61041000080023,RT 012 RW 10,21,3,"14,29",0,0,0,0,9,"42,86",0,0,3,"14,29"
"6,1041E+15",RT 012 RW 10,21,3,"14,29",0,0,0,0,9,"42,86",0,0,3,"14,29"
61041000080024,RT 011 RW 10,153,1,"0,65",0,0,0,0,0,0,0,0,1,"0,65"
"6,1041E+15",RT 011 RW 10,153,1,"0,65",0,0,0,0,0,0,0,0,1,"0,65"
61041000080025,RT 010 RW 11,44,1,"2,27",0,0,0,0,2,"4,55",4,"9,09",5,"11,36"
"6,1041E+15",RT 010 RW 11,44,1,"2,27",0,0,0,0,2,"4,55",4,"9,09",5,"11,36"
61041000080026,RT 009 RW 11,64,10,"15,63",0,0,0,0,49,"76,56",6,"9,38",16,25
"6,1041E+15",RT 009 RW 11,64,10,"15,63",0,0,0,0,49,"76,56",6,"9,38",16,25
61041000080027,RT 008 RW 12,25,6,24,0,0,0,0,9,36,9,36,15,60
"6,1041E+15",RT 008 RW 12,25,6,24,0,0,0,0,9,36,9,36,15,60
61041000080028,RT 007 RW 12,10,2,20,0,0,0,0,3,30,9,90,11,110
"6,1041E+15",RT 007 RW 12,10,2,20,0,0,0,0,3,30,9,90,11,110
61041000080029,RT 006 RW 13,10,2,20,0,0,0,0,4,40,5,50,7,70
"6,1041E+15",RT 006 RW 13,10,2,20,0,0,0,0,4,40,5,50,7,70
61041000080030,RT 005 RW 13,14,3,"21,43",0,0,0,0,11,"78,57",4,"28,57",7,50
"6,1041E+15",RT 005 RW 13,14,3,"21,43",0,0,0,0,11,"78,57",4,"28,57",7,50
61041000080031,RT 004 RW 14,10,0,0,0,0,0,0,7,70,0,0,0,0
"6,1041E+15",RT 004 RW 14,10,0,0,0,0,0,0,7,70,0,0,0,0
61041000080032,RT 003 RW 14,26,7,"26,92",1,"3,85",0,0,8,"30,77",5,"19,23",12,"46,15"
"6,1041E+15",RT 003 RW 14,26,7,"26,92",1,"3,85",0,0,8,"30,77",5,"19,23",12,"46,15"
61041000080033,RT 002 RW 15,39,4,"10,26",0,0,1,"2,56",1,"2,56",4,"10,26",8,"20,51"
"6,1041E+15",RT 002 RW 15,39,4,"10,26",0,0,1,"2,56",1,"2,56",4,"10,26",8,"20,51"
61041000080034,RT 001 RW 15,45,17,"37,78",0,0,1,"2,22",22,"48,89",30,"66,67",47,"104,44"
"6,1041E+15",RT 001 RW 15,45,17,"37,78",0,0,1,"2,22",22,"48,89",30,"66,67",47,"104,44"
61041000080035,RT 021 RW 16,6,0,0,1,"16,67",0,0,3,50,0,0,0,0
"6,1041E+15",RT 021 RW 16,6,0,0,1,"16,67",0,0,3,50,0,0,0,0
61041000080036,RT 031 RW 16,12,0,0,0,0,0,0,5,"41,67",0,0,0,0
"6,1041E+15",RT 031 RW 16,12,0,0,0,0,0,0,5,"41,67",0,0,0,0
61041000080037,RT 032 RW 16,18,0,0,0,0,0,0,1,"5,56",0,0,0,0
"6,1041E+15",RT 032 RW 16,18,0,0,0,0,0,0,1,"5,56",0,0,0,0
61041000080038,RT 024 RW 17,32,0,0,0,0,0,0,28,"87,5",0,0,0,0
"6,1041E+15",RT 024 RW 17,32,0,0,0,0,0,0,28,"87,5",0,0,0,0
61041000080039,RT 038 RW 17,13,1,"7,69",0,0,0,0,8,"61,54",0,0,1,"7,69"
"6,1041E+15",RT 038 RW 17,13,1,"7,69",0,0,0,0,8,"61,54",0,0,1,"7,69"
61041000080040,RT 039 RW 17,7,0,0,0,0,0,0,7,100,0,0,0,0
"6,1041E+15",RT 039 RW 17,7,0,0,0,0,0,0,7,100,0,0,0,0
61041000080041,RT 040 RW 17,6,1,"16,67",0,0,0,0,5,"83,33",0,0,1,"16,67"
"6,1041E+15",RT 040 RW 17,6,1,"16,67",0,0,0,0,5,"83,33",0,0,1,"16,67"
6104100012,PASIR,614,24,"3,91",0,0,0,0,341,"55,54",26,"4,23",50,"8,14"
61041000120001,RT 001 RW 01 DUSUN LESTARI,17,0,0,0,0,0,0,3,"17,65",1,"5,88",1,"5,88"
"6,1041E+15",RT 001 RW 01 DUSUN LESTARI,17,0,0,0,0,0,0,3,"17,65",1,"5,88",1,"5,88"
61041000120002,RT 002 RW 01 DUSUN LESTARI,13,4,"30,77",0,0,0,0,7,"53,85",4,"30,77",8,"61,54"
"6,1041E+15",RT 002 RW 01 DUSUN LESTARI,13,4,"30,77",0,0,0,0,7,"53,85",4,"30,77",8,"61,54"
61041000120003,RT 003 RW 01 DUSUN LESTARI,6,0,0,0,0,0,0,1,"16,67",0,0,0,0
"6,1041E+15",RT 003 RW 01 DUSUN LESTARI,6,0,0,0,0,0,0,1,"16,67",0,0,0,0
61041000120004,RT 004 RW 01 DUSUN LESTARI,480,2,"0,42",0,0,0,0,309,"64,38",0,0,2,"0,42"
"6,1041E+15",RT 004 RW 01 DUSUN LESTARI,480,2,"0,42",0,0,0,0,309,"64,38",0,0,2,"0,42"
61041000120005,RT 005 RW 02 DUSUN PASIR LAUT,18,4,"22,22",0,0,0,0,4,"22,22",0,0,4,"22,22"
"6,1041E+15",RT 005 RW 02 DUSUN PASIR LAUT,18,4,"22,22",0,0,0,0,4,"22,22",0,0,4,"22,22"
61041000120006,RT 006 RW 02 DUSUN PASIR LAUT,10,3,30,0,0,0,0,2,20,0,0,3,30
"6,1041E+15",RT 006 RW 02 DUSUN PASIR LAUT,10,3,30,0,0,0,0,2,20,0,0,3,30
61041000120007,RT 007 RW 02 DUSUN PASIR LAUT,10,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 007 RW 02 DUSUN PASIR LAUT,10,0,0,0,0,0,0,0,0,0,0,0,0
61041000120008,RT 008 RW 02 DUSUN PASIR LAUT,0,0,0,0,0,0,0,0,0,2,0,2,0
"6,1041E+15",RT 008 RW 02 DUSUN PASIR LAUT,0,0,0,0,0,0,0,0,0,2,0,2,0
61041000120009,RT 029 RW 02 DUSUN PASIR LAUT,0,0,0,0,0,0,0,0,0,1,0,1,0
"6,1041E+15",RT 029 RW 02 DUSUN PASIR LAUT,0,0,0,0,0,0,0,0,0,1,0,1,0
61041000120010,RT 034 RW 02 DUSUN PASIR LAUT,1,1,100,0,0,0,0,0,0,4,400,5,500
"6,1041E+15",RT 034 RW 02 DUSUN PASIR LAUT,1,1,100,0,0,0,0,0,0,4,400,5,500
61041000120011,RT 009 RW 03 DUSUN PASIR TENGAH,0,0,0,0,0,0,0,0,0,1,0,1,0
"6,1041E+15",RT 009 RW 03 DUSUN PASIR TENGAH,0,0,0,0,0,0,0,0,0,1,0,1,0
61041000120012,RT 010 RW 03 DUSUN PASIR TENGAH,4,0,0,0,0,0,0,3,75,0,0,0,0
"6,1041E+15",RT 010 RW 03 DUSUN PASIR TENGAH,4,0,0,0,0,0,0,3,75,0,0,0,0
61041000120013,RT 030 RW 03 DUSUN PASIR TENGAH,3,2,"66,67",0,0,0,0,0,0,0,0,2,"66,67"
"6,1041E+15",RT 030 RW 03 DUSUN PASIR TENGAH,3,2,"66,67",0,0,0,0,0,0,0,0,2,"66,67"
61041000120014,RT 011 RW 04 DUSUN PASIR TENGAH,0,0,0,0,0,0,0,0,0,2,0,2,0
"6,1041E+15",RT 011 RW 04 DUSUN PASIR TENGAH,0,0,0,0,0,0,0,0,0,2,0,2,0
61041000120015,RT 012 RW 04 DUSUN PASIR TENGAH,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 012 RW 04 DUSUN PASIR TENGAH,1,0,0,0,0,0,0,0,0,0,0,0,0
61041000120016,RT 013 RW 05 DUSUN SUAP,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 013 RW 05 DUSUN SUAP,1,0,0,0,0,0,0,0,0,0,0,0,0
61041000120017,RT 014 RW 05 DUSUN SUAP,1,0,0,0,0,0,0,0,0,6,600,6,600
"6,1041E+15",RT 014 RW 05 DUSUN SUAP,1,0,0,0,0,0,0,0,0,6,600,6,600
61041000120018,RT 015 RW 06 DUSUN SUAP,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 015 RW 06 DUSUN SUAP,1,0,0,0,0,0,0,0,0,0,0,0,0
61041000120019,RT 016 RW 06 DUSUN SUAP,10,6,60,0,0,0,0,2,20,0,0,6,60
"6,1041E+15",RT 016 RW 06 DUSUN SUAP,10,6,60,0,0,0,0,2,20,0,0,6,60
61041000120020,RT 017 RW 07 DUSUN SEBUKIT RAMA,6,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 017 RW 07 DUSUN SEBUKIT RAMA,6,0,0,0,0,0,0,0,0,0,0,0,0
61041000120021,RT 018 RW 07 DUSUN SEBUKIT RAMA,9,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 018 RW 07 DUSUN SEBUKIT RAMA,9,0,0,0,0,0,0,0,0,0,0,0,0
61041000120022,RT 031 RW 07 DUSUN SEBUKIT RAMA,7,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 031 RW 07 DUSUN SEBUKIT RAMA,7,0,0,0,0,0,0,0,0,0,0,0,0
61041000120023,RT 019 RW 08 DUSUN SEBUKIT RAMA,2,0,0,0,0,0,0,2,100,0,0,0,0
"6,1041E+15",RT 019 RW 08 DUSUN SEBUKIT RAMA,2,0,0,0,0,0,0,2,100,0,0,0,0
61041000120024,RT 032 RW 08 DUSUN SEBUKIT RAMA,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 032 RW 08 DUSUN SEBUKIT RAMA,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120025,RT 020 RW 08 DUSUN SEBUKIT RAMA,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 020 RW 08 DUSUN SEBUKIT RAMA,3,0,0,0,0,0,0,0,0,0,0,0,0
61041000120026,RT 033 RW 08 DUSUN SEBUKIT RAMA,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,1041E+15",RT 033 RW 08 DUSUN SEBUKIT RAMA,1,0,0,0,0,0,0,0,0,0,0,0,0
61041000120027,RT 021 RW 09 DUSUN PARIT AMANKU,4,0,0,0,0,0,0,4,100,4,100,4,100
"6,1041E+15",RT 021 RW 09 DUSUN PARIT AMANKU,4,0,0,0,0,0,0,4,100,4,100,4,100
61041000120028,RT 022 RW 09 DUSUN PARIT AMANKU,5,2,40,0,0,0,0,3,60,0,0,2,40
