PROGRES PEMUTAKHIRAN KELUARGA - KELUARGA,,,,,,,,,,,,,,,, 
"Seluruh data sampai Sub Satuan Lingkungan Setempat (Sub-SLS) | Sumber: FASIH Pendataan SE 2026 | Diperbarui: 20 Jul 2026, 18.16 | Dicetak: 20 Jul 2026, 20.23",,,,,,,,,,,,,,,, 
,,,,,,,,,,,,,,,, 
Kode,Sub Satuan Lingkungan Setempat (Sub-SLS),Prelist Awal,Ditemukan,Persentase Ditemukan,Keluarga Baru,Meninggal,Persentase Meninggal,Tidak Eligible,Persentase Tidak Eligible,Tidak Dapat Ditemui Sampai Akhir Pendataan,Persentase Tidak Dapat Ditemui Sampai Akhir Pendataan,Tidak Ditemukan,Persentase Tidak Ditemukan,Keluarga Khusus,Total Hasil Pendataan ((4) + (5)),Persentase Total Hasil Pendataan ((4) + (5)) 
6104081005,PENITI BESAR,"1,755",760,"43,3",130,37,"2,11",0,0,0,0,230,"13,11",0,890,"50,71"
61040810050001,RT 001 RW 001 DUSUN SUKA DAMAI,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081005000100,RT 001 RW 001 DUSUN SUKA DAMAI,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810050002,RT 002 RW 001 DUSUN SUKA DAMAI,57,15,"26,32",4,1,"1,75",0,0,0,0,1,"1,75",0,19,"33,33"
6104081005000200,RT 002 RW 001 DUSUN SUKA DAMAI,57,15,"26,32",4,1,"1,75",0,0,0,0,1,"1,75",0,19,"33,33"
61040810050003,RT 003 RW 002 DUSUN SUKA DAMAI,53,31,"58,49",3,2,"3,77",0,0,0,0,16,"30,19",0,34,"64,15"
6104081005000300,RT 003 RW 002 DUSUN SUKA DAMAI,53,31,"58,49",3,2,"3,77",0,0,0,0,16,"30,19",0,34,"64,15"
61040810050004,RT 004 RW 002 DUSUN SUKA DAMAI,44,11,25,3,2,"4,55",0,0,0,0,19,"43,18",0,14,"31,82"
6104081005000400,RT 004 RW 002 DUSUN SUKA DAMAI,44,11,25,3,2,"4,55",0,0,0,0,19,"43,18",0,14,"31,82"
61040810050005,RT 005 RW 002 DUSUN SUKA DAMAI,66,41,"62,12",3,2,"3,03",0,0,0,0,6,"9,09",0,44,"66,67"
6104081005000500,RT 005 RW 002 DUSUN SUKA DAMAI,66,41,"62,12",3,2,"3,03",0,0,0,0,6,"9,09",0,44,"66,67"
61040810050006,RT 006 RW 002 DUSUN SUKA DAMAI,80,0,0,0,0,0,0,0,0,0,1,"1,25",0,0,0
6104081005000600,RT 006 RW 002 DUSUN SUKA DAMAI,80,0,0,0,0,0,0,0,0,0,1,"1,25",0,0,0
61040810050007,RT 007 RW 015 DUSUN SUKA DAMAI,42,34,"80,95",12,0,0,0,0,0,0,8,"19,05",0,46,"109,52"
6104081005000700,RT 007 RW 015 DUSUN SUKA DAMAI,42,34,"80,95",12,0,0,0,0,0,0,8,"19,05",0,46,"109,52"
61040810050008,RT 008 RW 015 DUSUN SUKA DAMAI,44,22,50,8,0,0,0,0,0,0,0,0,0,30,"68,18"
6104081005000800,RT 008 RW 015 DUSUN SUKA DAMAI,44,22,50,8,0,0,0,0,0,0,0,0,0,30,"68,18"
61040810050009,RT 009 RW 015 DUSUN SUKA DAMAI,66,42,"63,64",13,0,0,0,0,0,0,2,"3,03",0,55,"83,33"
6104081005000900,RT 009 RW 015 DUSUN SUKA DAMAI,66,42,"63,64",13,0,0,0,0,0,0,2,"3,03",0,55,"83,33"
61040810050010,RT 001 RW 003 DUSUN KARYA BAKTI,79,45,"56,96",6,1,"1,27",0,0,0,0,23,"29,11",0,51,"64,56"
6104081005001000,RT 001 RW 003 DUSUN KARYA BAKTI,79,45,"56,96",6,1,"1,27",0,0,0,0,23,"29,11",0,51,"64,56"
61040810050011,RT 002 RW 003 DUSUN KARYA BAKTI,64,33,"51,56",5,5,"7,81",0,0,0,0,7,"10,94",0,38,"59,38"
6104081005001100,RT 002 RW 003 DUSUN KARYA BAKTI,64,33,"51,56",5,5,"7,81",0,0,0,0,7,"10,94",0,38,"59,38"
61040810050012,RT 003 RW 004 DUSUN KARYA BAKTI,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081005001200,RT 003 RW 004 DUSUN KARYA BAKTI,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810050013,RT 004 RW 004 DUSUN KARYA BAKTI,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081005001300,RT 004 RW 004 DUSUN KARYA BAKTI,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810050014,RT 005 RW 004 DUSUN KARYA BAKTI,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081005001400,RT 005 RW 004 DUSUN KARYA BAKTI,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810050015,RT 001 RW 005 DUSUN SUKA MAJU,64,1,"1,56",0,0,0,0,0,0,0,0,0,0,1,"1,56"
6104081005001500,RT 001 RW 005 DUSUN SUKA MAJU,64,1,"1,56",0,0,0,0,0,0,0,0,0,0,1,"1,56"
61040810050016,RT 002 RW 005 DUSUN SUKA MAJU,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081005001600,RT 002 RW 005 DUSUN SUKA MAJU,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810050017,RT 003 RW 006 DUSUN SUKA MAJU,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081005001700,RT 003 RW 006 DUSUN SUKA MAJU,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810050018,RT 004 RW 006 DUSUN SUKA MAJU,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081005001800,RT 004 RW 006 DUSUN SUKA MAJU,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810050019,RT 001 RW 007 DUSUN KARYA BERSAMA,80,14,"17,5",1,0,0,0,0,0,0,0,0,0,15,"18,75"
6104081005001900,RT 001 RW 007 DUSUN KARYA BERSAMA,80,14,"17,5",1,0,0,0,0,0,0,0,0,0,15,"18,75"
61040810050020,RT 002 RW 007 DUSUN KARYA BERSAMA,30,21,70,1,2,"6,67",0,0,0,0,7,"23,33",0,22,"73,33"
6104081005002000,RT 002 RW 007 DUSUN KARYA BERSAMA,30,21,70,1,2,"6,67",0,0,0,0,7,"23,33",0,22,"73,33"
61040810050021,RT 003 RW 007 DUSUN KARYA BERSAMA,35,28,80,2,1,"2,86",0,0,0,0,6,"17,14",0,30,"85,71"
6104081005002100,RT 003 RW 007 DUSUN KARYA BERSAMA,35,28,80,2,1,"2,86",0,0,0,0,6,"17,14",0,30,"85,71"
61040810050022,RT 004 RW 008 DUSUN KARYA BERSAMA,50,33,66,7,3,6,0,0,0,0,14,28,0,40,80
6104081005002200,RT 004 RW 008 DUSUN KARYA BERSAMA,50,33,66,7,3,6,0,0,0,0,14,28,0,40,80
61040810050023,RT 005 RW 008 DUSUN KARYA BERSAMA,60,41,"68,33",9,1,"1,67",0,0,0,0,18,30,0,50,"83,33"
6104081005002300,RT 005 RW 008 DUSUN KARYA BERSAMA,60,41,"68,33",9,1,"1,67",0,0,0,0,18,30,0,50,"83,33"
61040810050024,RT 001 RW 009 DUSUN TANI MAKMUR,20,14,70,3,0,0,0,0,0,0,6,30,0,17,85
6104081005002400,RT 001 RW 009 DUSUN TANI MAKMUR,20,14,70,3,0,0,0,0,0,0,6,30,0,17,85
61040810050025,RT 002 RW 009 DUSUN TANI MAKMUR,18,15,"83,33",3,0,0,0,0,0,0,3,"16,67",0,18,100
6104081005002500,RT 002 RW 009 DUSUN TANI MAKMUR,18,15,"83,33",3,0,0,0,0,0,0,3,"16,67",0,18,100
61040810050026,RT 003 RW 010 DUSUN TANI MAKMUR,23,14,"60,87",3,2,"8,7",0,0,0,0,7,"30,43",0,17,"73,91"
6104081005002600,RT 003 RW 010 DUSUN TANI MAKMUR,23,14,"60,87",3,2,"8,7",0,0,0,0,7,"30,43",0,17,"73,91"
61040810050027,RT 004 RW 010 DUSUN TANI MAKMUR,24,16,"66,67",2,2,"8,33",0,0,0,0,6,25,0,18,75
6104081005002700,RT 004 RW 010 DUSUN TANI MAKMUR,24,16,"66,67",2,2,"8,33",0,0,0,0,6,25,0,18,75
61040810050028,RT 001 RW 011 DUSUN KARYA UTAMA,73,47,"64,38",15,1,"1,37",0,0,0,0,25,"34,25",0,62,"84,93"
6104081005002800,RT 001 RW 011 DUSUN KARYA UTAMA,73,47,"64,38",15,1,"1,37",0,0,0,0,25,"34,25",0,62,"84,93"
61040810050029,RT 002 RW 011 DUSUN KARYA UTAMA,40,0,0,0,0,0,0,0,0,0,1,"2,5",0,0,0
6104081005002900,RT 002 RW 011 DUSUN KARYA UTAMA,40,0,0,0,0,0,0,0,0,0,1,"2,5",0,0,0
61040810050030,RT 003 RW 012 DUSUN KARYA UTAMA,39,22,"56,41",1,1,"2,56",0,0,0,0,2,"5,13",0,23,"58,97"
6104081005003000,RT 003 RW 012 DUSUN KARYA UTAMA,39,22,"56,41",1,1,"2,56",0,0,0,0,2,"5,13",0,23,"58,97"
61040810050031,RT 004 RW 012 DUSUN KARYA UTAMA,38,32,"84,21",7,2,"5,26",0,0,0,0,3,"7,89",0,39,"102,63"
6104081005003100,RT 004 RW 012 DUSUN KARYA UTAMA,38,32,"84,21",7,2,"5,26",0,0,0,0,3,"7,89",0,39,"102,63"
61040810050032,RT 001 RW 013 DUSUN SABAR MENANTI,58,33,"56,9",2,1,"1,72",0,0,0,0,8,"13,79",0,35,"60,34"
6104081005003200,RT 001 RW 013 DUSUN SABAR MENANTI,58,33,"56,9",2,1,"1,72",0,0,0,0,8,"13,79",0,35,"60,34"
61040810050033,RT 002 RW 013 DUSUN SABAR MENANTI,48,35,"72,92",2,1,"2,08",0,0,0,0,12,25,0,37,"77,08"
6104081005003300,RT 002 RW 013 DUSUN SABAR MENANTI,48,35,"72,92",2,1,"2,08",0,0,0,0,12,25,0,37,"77,08"
61040810050034,RT 003 RW 013 DUSUN SABAR MENANTI,68,52,"76,47",7,4,"5,88",0,0,0,0,12,"17,65",0,59,"86,76"
6104081005003400,RT 003 RW 013 DUSUN SABAR MENANTI,68,52,"76,47",7,4,"5,88",0,0,0,0,12,"17,65",0,59,"86,76"
61040810050035,RT 004 RW 014 DUSUN SABAR MENANTI,40,27,"67,5",6,3,"7,5",0,0,0,0,10,25,0,33,"82,5"
6104081005003500,RT 004 RW 014 DUSUN SABAR MENANTI,40,27,"67,5",6,3,"7,5",0,0,0,0,10,25,0,33,"82,5"
61040810050036,RT 005 RW 014 DUSUN SABAR MENANTI,48,41,"85,42",2,0,0,0,0,0,0,7,"14,58",0,43,"89,58"
6104081005003600,RT 005 RW 014 DUSUN SABAR MENANTI,48,41,"85,42",2,0,0,0,0,0,0,7,"14,58",0,43,"89,58"
61040810052001,HUTAN / SEMAK BELUKAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081005200100,HUTAN / SEMAK BELUKAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006,PENITI DALAM II,"1,226",489,"39,89",124,21,"1,71",0,0,0,0,171,"13,95",1,613,50
61040810060002,RT 003 RW 001 DUSUN KARYA UTAMA,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006000200,RT 003 RW 001 DUSUN KARYA UTAMA,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060003,RT 002 RW 001 DUSUN KARYA UTAMA,50,23,46,2,0,0,0,0,0,0,27,54,0,25,50
6104081006000300,RT 002 RW 001 DUSUN KARYA UTAMA,50,23,46,2,0,0,0,0,0,0,27,54,0,25,50
61040810060005,RT 004 RW 001 DUSUN KARYA UTAMA,30,1,"3,33",0,0,0,0,0,0,0,0,0,0,1,"3,33"
6104081006000500,RT 004 RW 001 DUSUN KARYA UTAMA,30,1,"3,33",0,0,0,0,0,0,0,0,0,0,1,"3,33"
61040810060008,RT 005 RW 002 DUSUN KARYA UTAMA,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006000800,RT 005 RW 002 DUSUN KARYA UTAMA,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060009,RT 006 RW 002 DUSUN KARYA UTAMA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006000900,RT 006 RW 002 DUSUN KARYA UTAMA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060010,RT 007 RW 002 DUSUN KARYA UTAMA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006001000,RT 007 RW 002 DUSUN KARYA UTAMA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060011,RT 008 RW 001 DUSUN KARYA UTAMA,42,25,"59,52",4,0,0,0,0,0,0,16,"38,1",1,29,"69,05"
6104081006001100,RT 008 RW 001 DUSUN KARYA UTAMA,42,25,"59,52",4,0,0,0,0,0,0,16,"38,1",1,29,"69,05"
61040810060012,RT 009 RW 008 DUSUN CAHAYA INTAN,52,28,"53,85",13,0,0,0,0,0,0,2,"3,85",0,41,"78,85"
6104081006001200,RT 009 RW 008 DUSUN CAHAYA INTAN,52,28,"53,85",13,0,0,0,0,0,0,2,"3,85",0,41,"78,85"
61040810060015,RT 011 RW 003 DUSUN CAHAYA INTAN,81,19,"23,46",4,0,0,0,0,0,0,0,0,0,23,"28,4"
6104081006001500,RT 011 RW 003 DUSUN CAHAYA INTAN,81,19,"23,46",4,0,0,0,0,0,0,0,0,0,23,"28,4"
61040810060016,RT 012 RW 003 DUSUN CAHAYA INTAN,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006001600,RT 012 RW 003 DUSUN CAHAYA INTAN,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060017,RT 013 RW 003 DUSUN CAHAYA INTAN,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006001700,RT 013 RW 003 DUSUN CAHAYA INTAN,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060018,RT 014 RW 003 DUSUN CAHAYA INTAN,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006001800,RT 014 RW 003 DUSUN CAHAYA INTAN,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810060020,RT 015 RW 004 DUSUN LEMBAH HIJAU,46,26,"56,52",2,2,"4,35",0,0,0,0,18,"39,13",0,28,"60,87"
6104081006002000,RT 015 RW 004 DUSUN LEMBAH HIJAU,46,26,"56,52",2,2,"4,35",0,0,0,0,18,"39,13",0,28,"60,87"
61040810060022,RT 017 RW 005 DUSUN LEMBAH HIJAU,48,38,"79,17",12,0,0,0,0,0,0,10,"20,83",0,50,"104,17"
6104081006002200,RT 017 RW 005 DUSUN LEMBAH HIJAU,48,38,"79,17",12,0,0,0,0,0,0,10,"20,83",0,50,"104,17"
61040810060023,RT 018 RW 005 DUSUN LEMBAH HIJAU,40,33,"82,5",7,0,0,0,0,0,0,7,"17,5",0,40,100
6104081006002300,RT 018 RW 005 DUSUN LEMBAH HIJAU,40,33,"82,5",7,0,0,0,0,0,0,7,"17,5",0,40,100
61040810060028,RT 021 RW 006 DUSUN TUNAS BARU,85,35,"41,18",3,2,"2,35",0,0,0,0,36,"42,35",0,38,"44,71"
6104081006002800,RT 021 RW 006 DUSUN TUNAS BARU,85,35,"41,18",3,2,"2,35",0,0,0,0,36,"42,35",0,38,"44,71"
61040810060029,RT 022 RW 006 DUSUN TUNAS BARU,61,15,"24,59",2,0,0,0,0,0,0,9,"14,75",0,17,"27,87"
6104081006002900,RT 022 RW 006 DUSUN TUNAS BARU,61,15,"24,59",2,0,0,0,0,0,0,9,"14,75",0,17,"27,87"
61040810060031,RT 024 RW 007 DUSUN TUNAS BARU,59,27,"45,76",3,6,"10,17",0,0,0,0,10,"16,95",0,30,"50,85"
6104081006003100,RT 024 RW 007 DUSUN TUNAS BARU,59,27,"45,76",3,6,"10,17",0,0,0,0,10,"16,95",0,30,"50,85"
61040810060035,RT 010 RW 008 DUSUN CAHAYA INTAN,72,39,"54,17",16,2,"2,78",0,0,0,0,2,"2,78",0,55,"76,39"
6104081006003500,RT 010 RW 008 DUSUN CAHAYA INTAN,72,39,"54,17",16,2,"2,78",0,0,0,0,2,"2,78",0,55,"76,39"
61040810060036,RT 016 RW 004 DUSUN LEMBAH HIJAU,40,35,"87,5",16,1,"2,5",0,0,0,0,4,10,0,51,"127,5"
6104081006003600,RT 016 RW 004 DUSUN LEMBAH HIJAU,40,35,"87,5",16,1,"2,5",0,0,0,0,4,10,0,51,"127,5"
61040810060037,RT 019 RW 005 DUSUN LEMBAH HIJAU,47,42,"89,36",17,3,"6,38",0,0,0,0,2,"4,26",0,59,"125,53"
6104081006003700,RT 019 RW 005 DUSUN LEMBAH HIJAU,47,42,"89,36",17,3,"6,38",0,0,0,0,2,"4,26",0,59,"125,53"
61040810060038,RT 023 RW 007 DUSUN TUNAS BARU,49,40,"81,63",7,3,"6,12",0,0,0,0,3,"6,12",0,47,"95,92"
6104081006003800,RT 023 RW 007 DUSUN TUNAS BARU,49,40,"81,63",7,3,"6,12",0,0,0,0,3,"6,12",0,47,"95,92"
61040810060039,RT 025 RW 007 DUSUN TUNAS BARU,47,40,"85,11",6,1,"2,13",0,0,0,0,5,"10,64",0,46,"97,87"
6104081006003900,RT 025 RW 007 DUSUN TUNAS BARU,47,40,"85,11",6,1,"2,13",0,0,0,0,5,"10,64",0,46,"97,87"
61040810060040,RT 020 RW 006 DUSUN TUNAS BARU,46,23,50,10,1,"2,17",0,0,0,0,20,"43,48",0,33,"71,74"
6104081006004000,RT 020 RW 006 DUSUN TUNAS BARU,46,23,50,10,1,"2,17",0,0,0,0,20,"43,48",0,33,"71,74"
61040810060041,RT 001 RW 001 DUSUN KARYA UTAMA,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006004100,RT 001 RW 001 DUSUN KARYA UTAMA,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040810062001,BLOK PERSIAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104081006200100,BLOK PERSIAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090,SUNGAI PINYUH,"17,726","6,177","34,85",741,190,"1,07",15,"0,08",0,0,"2,348","13,25",2,"6,918","39,03"
6104090001,SUNGAI PURUN KECIL,"1,715",537,"31,31",50,40,"2,33",0,0,0,0,328,"19,13",1,587,"34,23"
61040900010001,RT 001 RW 01 DUSUN NIKMAT,82,70,"85,37",6,0,0,0,0,0,0,12,"14,63",0,76,"92,68"
6104090001000100,RT 001 RW 01 DUSUN NIKMAT,82,70,"85,37",6,0,0,0,0,0,0,12,"14,63",0,76,"92,68"
61040900010002,RT 002 RW 01 DUSUN NIKMAT,40,30,75,2,0,0,0,0,0,0,3,"7,5",0,32,80
6104090001000200,RT 002 RW 01 DUSUN NIKMAT,40,30,75,2,0,0,0,0,0,0,3,"7,5",0,32,80
61040900010003,RT 003 RW 02 DUSUN NIKMAT,72,47,"65,28",4,5,"6,94",0,0,0,0,17,"23,61",0,51,"70,83"
6104090001000300,RT 003 RW 02 DUSUN NIKMAT,72,47,"65,28",4,5,"6,94",0,0,0,0,17,"23,61",0,51,"70,83"
61040900010004,RT 004 RW 02 DUSUN NIKMAT,32,20,"62,5",2,3,"9,38",0,0,0,0,3,"9,38",0,22,"68,75"
6104090001000400,RT 004 RW 02 DUSUN NIKMAT,32,20,"62,5",2,3,"9,38",0,0,0,0,3,"9,38",0,22,"68,75"
61040900010005,RT 005 RW 03 DUSUN KARYA,65,0,0,0,3,"4,62",0,0,0,0,7,"10,77",0,0,0
6104090001000500,RT 005 RW 03 DUSUN KARYA,65,0,0,0,3,"4,62",0,0,0,0,7,"10,77",0,0,0
61040900010006,RT 006 RW 03 DUSUN KARYA,83,9,"10,84",0,2,"2,41",0,0,0,0,14,"16,87",0,9,"10,84"
6104090001000600,RT 006 RW 03 DUSUN KARYA,83,9,"10,84",0,2,"2,41",0,0,0,0,14,"16,87",0,9,"10,84"
61040900010007,RT 007 RW 04 DUSUN KARYA,86,0,0,0,1,"1,16",0,0,0,0,7,"8,14",0,0,0
6104090001000700,RT 007 RW 04 DUSUN KARYA,86,0,0,0,1,"1,16",0,0,0,0,7,"8,14",0,0,0
61040900010008,RT 008 RW 04 DUSUN KARYA,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090001000800,RT 008 RW 04 DUSUN KARYA,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040900010009,RT 009 RW 05 DUSUN SWADAYA,91,35,"38,46",5,5,"5,49",0,0,0,0,36,"39,56",0,40,"43,96"
6104090001000900,RT 009 RW 05 DUSUN SWADAYA,91,35,"38,46",5,5,"5,49",0,0,0,0,36,"39,56",0,40,"43,96"
61040900010010,RT 010 RW 05 DUSUN SWADAYA,123,0,0,0,7,"5,69",0,0,0,0,22,"17,89",0,0,0
6104090001001000,RT 010 RW 05 DUSUN SWADAYA,123,0,0,0,7,"5,69",0,0,0,0,22,"17,89",0,0,0
61040900010011,RT 011 RW 06 DUSUN SWADAYA,34,15,"44,12",0,3,"8,82",0,0,0,0,16,"47,06",0,15,"44,12"
6104090001001100,RT 011 RW 06 DUSUN SWADAYA,34,15,"44,12",0,3,"8,82",0,0,0,0,16,"47,06",0,15,"44,12"
61040900010012,RT 012 RW 06 DUSUN SWADAYA,116,43,"37,07",5,3,"2,59",0,0,0,0,66,"56,9",0,48,"41,38"
6104090001001200,RT 012 RW 06 DUSUN SWADAYA,116,43,"37,07",5,3,"2,59",0,0,0,0,66,"56,9",0,48,"41,38"
61040900010013,RT 013 RW 07 DUSUN SWADAYA,75,21,28,2,0,0,0,0,0,0,4,"5,33",0,23,"30,67"
6104090001001300,RT 013 RW 07 DUSUN SWADAYA,75,21,28,2,0,0,0,0,0,0,4,"5,33",0,23,"30,67"
61040900010014,RT 014 RW 07 DUSUN SEJAHTERA,175,114,"65,14",18,2,"1,14",0,0,0,0,34,"19,43",0,132,"75,43"
6104090001001400,RT 014 RW 07 DUSUN SEJAHTERA,175,114,"65,14",18,2,"1,14",0,0,0,0,34,"19,43",0,132,"75,43"
61040900010015,RT 015 RW 08 DUSUN SEJAHTERA,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090001001500,RT 015 RW 08 DUSUN SEJAHTERA,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040900010016,RT 016 RW 08 DUSUN SEJAHTERA,57,35,"61,4",4,0,0,0,0,0,0,19,"33,33",0,39,"68,42"
6104090001001600,RT 016 RW 08 DUSUN SEJAHTERA,57,35,"61,4",4,0,0,0,0,0,0,19,"33,33",0,39,"68,42"
61040900010017,RT 017 RW 09 DUSUN BAHAGIAH,106,36,"33,96",1,2,"1,89",0,0,0,0,27,"25,47",0,37,"34,91"
6104090001001700,RT 017 RW 09 DUSUN BAHAGIAH,106,36,"33,96",1,2,"1,89",0,0,0,0,27,"25,47",0,37,"34,91"
61040900010018,RT 018 RW 09 DUSUN BAHAGIAH,45,11,"24,44",0,3,"6,67",0,0,0,0,10,"22,22",1,11,"24,44"
6104090001001800,RT 018 RW 09 DUSUN BAHAGIAH,45,11,"24,44",0,3,"6,67",0,0,0,0,10,"22,22",1,11,"24,44"
61040900010019,RT 019 RW 010 DUSUN BAHAGIAH,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090001001900,RT 019 RW 010 DUSUN BAHAGIAH,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040900010020,RT 020 RW 010 DUSUN BAHAGIAH,37,18,"48,65",0,0,0,0,0,0,0,19,"51,35",0,18,"48,65"
6104090001002000,RT 020 RW 010 DUSUN BAHAGIAH,37,18,"48,65",0,0,0,0,0,0,0,19,"51,35",0,18,"48,65"
61040900010021,RT 021 RW 010 DUSUN BAHAGIAH,50,33,66,1,1,2,0,0,0,0,12,24,0,34,68
6104090001002100,RT 021 RW 010 DUSUN BAHAGIAH,50,33,66,1,1,2,0,0,0,0,12,24,0,34,68
61040900011001,PERKEBUNAN SAWIT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090001100100,PERKEBUNAN SAWIT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040900011003,PERKEBUNAN SAWIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090001100300,PERKEBUNAN SAWIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040900012002,HUTAN DI 007P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090001200200,HUTAN DI 007P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090003,PENIRAMAN,"2,423",833,"34,38",66,10,"0,41",0,0,0,0,196,"8,09",0,899,"37,1"
61040900030001,RT 001 RW 01 DUSUN TERATAI,203,158,"77,83",11,0,0,0,0,0,0,39,"19,21",0,169,"83,25"
6104090003000100,RT 001 RW 01 DUSUN TERATAI,203,158,"77,83",11,0,0,0,0,0,0,39,"19,21",0,169,"83,25"
61040900030002,RT 002 RW 01 DUSUN TERATAI,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090003000200,RT 002 RW 01 DUSUN TERATAI,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040900030003,RT 003 RW 02 DUSUN TERATAI,88,13,"14,77",4,2,"2,27",0,0,0,0,7,"7,95",0,17,"19,32"
6104090003000300,RT 003 RW 02 DUSUN TERATAI,88,13,"14,77",4,2,"2,27",0,0,0,0,7,"7,95",0,17,"19,32"
61040900030004,RT 004 RW 02 DUSUN TERATAI,103,60,"58,25",2,0,0,0,0,0,0,24,"23,3",0,62,"60,19"
6104090003000400,RT 004 RW 02 DUSUN TERATAI,103,60,"58,25",2,0,0,0,0,0,0,24,"23,3",0,62,"60,19"
61040900030005,RT 005 RW 03 DUSUN BABUSSALAM,56,0,0,1,0,0,0,0,0,0,0,0,0,1,"1,79"
6104090003000500,RT 005 RW 03 DUSUN BABUSSALAM,56,0,0,1,0,0,0,0,0,0,0,0,0,1,"1,79"
61040900030006,RT 006 RW 03 DUSUN BABUSSALAM,132,110,"83,33",2,0,0,0,0,0,0,22,"16,67",0,112,"84,85"
6104090003000600,RT 006 RW 03 DUSUN BABUSSALAM,132,110,"83,33",2,0,0,0,0,0,0,22,"16,67",0,112,"84,85"
61040900030007,RT 007 RW 04 DUSUN BABUSSALAM,108,33,"30,56",6,0,0,0,0,0,0,8,"7,41",0,39,"36,11"
6104090003000700,RT 007 RW 04 DUSUN BABUSSALAM,108,33,"30,56",6,0,0,0,0,0,0,8,"7,41",0,39,"36,11"
61040900030008,RT 008 RW 04 DUSUN BABUSSALAM,71,56,"78,87",3,1,"1,41",0,0,0,0,8,"11,27",0,59,"83,1"
6104090003000800,RT 008 RW 04 DUSUN BABUSSALAM,71,56,"78,87",3,1,"1,41",0,0,0,0,8,"11,27",0,59,"83,1"
61040900030009,RT 009 RW 05 DUSUN BABUSSALAM,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090003000900,RT 009 RW 05 DUSUN BABUSSALAM,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040900030010,RT 010 RW 05 DUSUN SUI DAYAK,141,9,"6,38",2,1,"0,71",0,0,0,0,25,"17,73",0,11,"7,8"
6104090003001000,RT 010 RW 05 DUSUN SUI DAYAK,141,9,"6,38",2,1,"0,71",0,0,0,0,25,"17,73",0,11,"7,8"
61040900030011,RT 011 RW 06 DUSUN SUI DAYAK,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104090003001100,RT 011 RW 06 DUSUN SUI DAYAK,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
