Tabel,Kolom,DataKey,Urutan,Blok,Nomor Rincian,Label,Tipe,Keterangan
tgr_fd68e454.se2026_nested,pribadi,pribadi,230,SE2026 - L BLOK II,29,a. Pribadi/Perorangan,DecimalInput,
tgr_fd68e454.se2026_nested,non_profit,non_profit,231,SE2026 - L BLOK II,29,b. Lembaga Nonprofit yang Melayani Rumah Tangga,DecimalInput,
tgr_fd68e454.se2026_nested,publik,publik,232,SE2026 - L BLOK II,29,c. Korporasi Publik,DecimalInput,
tgr_fd68e454.se2026_nested,non_publik,non_publik,233,SE2026 - L BLOK II,29,d. Korporasi Non Publik,DecimalInput,
tgr_fd68e454.se2026_nested,pemerintah,pemerintah,234,SE2026 - L BLOK II,29,e. Pemerintah,DecimalInput,
tgr_fd68e454.se2026_nested,asing,asing,235,SE2026 - L BLOK II,29,f. Asing,DecimalInput,
tgr_fd68e454.se2026_nested,info_total,info_total,236,SE2026 - L BLOK II,29,g. Total (a+b+c+d+e+f) = 100 %,Number,
tgr_fd68e454.se2026_nested,gaji_bln,gaji_bln,237,SE2026 - L BLOK II,30,"a. Total upah dan gaji, serta jaminan sosial pegawai",Currency,
tgr_fd68e454.se2026_nested,biaya_produksi_bln,biaya_produksi_bln,238,SE2026 - L BLOK II,30,b. Biaya produksi,Currency,
tgr_fd68e454.se2026_nested,biaya_pembelian_bln,biaya_pembelian_bln,239,SE2026 - L BLOK II,30,c. Biaya pembelian barang yang terjual,Currency,
tgr_fd68e454.se2026_nested,operasional_bln,operasional_bln,240,SE2026 - L BLOK II,30,"d. Biaya operasional (air, listrik, gas, internet, pulsa, pemeliharaan, biaya angkutan)",Currency,
tgr_fd68e454.se2026_nested,non_operasional_bln,non_operasional_bln,241,SE2026 - L BLOK II,30,e. Biaya non-operasional,Currency,
tgr_fd68e454.se2026_nested,cek_output30f_pml_label,cek_output30f_pml,242,SE2026 - L BLOK II,,Cek Rincian Pengeluaran di satu bulan terakhir (Diisi oleh PML),Radio Group,
tgr_fd68e454.se2026_nested,cek_output30f_pml_value,cek_output30f_pml,242,SE2026 - L BLOK II,,Cek Rincian Pengeluaran di satu bulan terakhir (Diisi oleh PML),Radio Group,
tgr_fd68e454.se2026_nested,total_pengeluaran_bln,total_pengeluaran_bln,243,SE2026 - L BLOK II,30,f. Total pengeluaran (a+b+c+d+e),Currency,
tgr_fd68e454.se2026_nested,nilai_pendapatan_bln,nilai_pendapatan_bln,244,SE2026 - L BLOK II,31,a. Nilai $narasi barang dan jasa,Currency,
tgr_fd68e454.se2026_nested,pendapatan_lain_bln,pendapatan_lain_bln,245,SE2026 - L BLOK II,31,b. Pendapatan lainnya yang dihasilkan,Currency,
tgr_fd68e454.se2026_nested,total_pendapatan_bln,total_pendapatan_bln,246,SE2026 - L BLOK II,31,c. Total nilai $narasi (a+b),Currency,
tgr_fd68e454.se2026_nested,cek_input31c_pml_label,cek_input31c_pml,247,SE2026 - L BLOK II,,Cek Rincian Pendapatan di satu bulan terakhir (Diisi oleh PML),Radio Group,
tgr_fd68e454.se2026_nested,cek_input31c_pml_value,cek_input31c_pml,247,SE2026 - L BLOK II,,Cek Rincian Pendapatan di satu bulan terakhir (Diisi oleh PML),Radio Group,
tgr_fd68e454.se2026_nested,pendapatan_online_bln,pendapatan_online_bln,248,SE2026 - L BLOK II,31,d. Berapa persentase pendapatan yang dilakukan secara online ?,Number,
tgr_fd68e454.se2026_nested,aset_tanah_bln,aset_tanah_bln,250,SE2026 - L BLOK II,32,a. Nilai aset tanah dan bangunan pada akhir bulan yang lalu,Currency,
tgr_fd68e454.se2026_nested,aset_lain_bln,aset_lain_bln,251,SE2026 - L BLOK II,32,b. Nilai aset selain tanah dan bangunan pada akhir bulan yang lalu,Currency,
tgr_fd68e454.se2026_nested,total_aset_bln,total_aset_bln,252,SE2026 - L BLOK II,32,c. Nilai total aset pada akhir bulan yang lalu*,Variable,
tgr_fd68e454.se2026_nested,rentang_aset_bln_label,rentang_aset_bln,253,SE2026 - L BLOK II,32,"c1. Jika tidak dapat mengisikan nilai nominal, pilih nilai total aset dalam rentang berikut:",Radio Group,
tgr_fd68e454.se2026_nested,rentang_aset_bln_value,rentang_aset_bln,253,SE2026 - L BLOK II,32,"c1. Jika tidak dapat mengisikan nilai nominal, pilih nilai total aset dalam rentang berikut:",Radio Group,
tgr_fd68e454.se2026_nested,luas_tanah_bln,luas_tanah_bln,254,SE2026 - L BLOK II,32,d. Berapa luas tanah yang dikuasai dan digunakan untuk kegiatan usaha pada akhir bulan yang lalu (m 2 ) ?,Number,
tgr_fd68e454.se2026_nested,cek_asetBln_pml_label,cek_asetBln_pml,255,SE2026 - L BLOK II,,Cek Rincian aset pada akhir bulan yang lalu (Diisi oleh PML),Radio Group,
tgr_fd68e454.se2026_nested,cek_asetBln_pml_value,cek_asetBln_pml,255,SE2026 - L BLOK II,,Cek Rincian aset pada akhir bulan yang lalu (Diisi oleh PML),Radio Group,
tgr_fd68e454.se2026_nested,pribadi_didirikan,pribadi_didirikan,256,SE2026 - L BLOK II,33,a. Pribadi/Perorangan,DecimalInput,
tgr_fd68e454.se2026_nested,nonprofit_didirikan,nonprofit_didirikan,257,SE2026 - L BLOK II,33,b. Lembaga Nonprofit yang Melayani Rumah Tangga,DecimalInput,
tgr_fd68e454.se2026_nested,publik_didirikan,publik_didirikan,258,SE2026 - L BLOK II,33,c. Korporasi publik (%),DecimalInput,
tgr_fd68e454.se2026_nested,nonpublik_didirikan,nonpublik_didirikan,259,SE2026 - L BLOK II,33,d. Korporasi Non Publik,DecimalInput,
tgr_fd68e454.se2026_nested,pemerintah_didirikan,pemerintah_didirikan,260,SE2026 - L BLOK II,33,e. Pemerintah,DecimalInput,
tgr_fd68e454.se2026_nested,asing_didirikan,asing_didirikan,261,SE2026 - L BLOK II,33,f. Asing,DecimalInput,
tgr_fd68e454.se2026_nested,info_total_didirikan,info_total_didirikan,262,SE2026 - L BLOK II,33,g. Total (a+b+c+d+e+f) = 100 %,Number,
tgr_fd68e454.se2026_nested,pilih_umkm_options,pilih_umkm_options,555,,,Opsi Pilih UMKM dalam satu SLS yang sama,Variable,
tgr_fd68e454.se2026_nested,kode_keberadaan_usaha,kode_keberadaan_usaha,574,,,Pilihan untuk keberadaan Usaha,Variable,
tgr_fd68e454.se2026_nested,skala_usaha,skala_usaha,576,,,skala_usaha,Variable,
tgr_fd68e454.se2026_nested,is_prelist2,is_prelist2,577,,,Is_Prelist2,Variable,
tgr_fd68e454.se2026_nested,id_pmss,id_pmss,579,,,id_pmss,Variable,
tgr_fd68e454.se2026_nested,idsbr,idsbr,581,,,ID SBR,Variable,
tgr_fd68e454.se2026_nested,alamat_usaha_var,alamat_usaha_var,582,,8,c. Alamat usaha/perusahaan,Variable,
tgr_fd68e454.se2026_nested,alamat_usaha,alamat_usaha,583,,,alamat_usaha,Variable,
tgr_fd68e454.se2026_nested,hasilCekNIB,hasilCekNIB,587,,,​,Variable,
tgr_fd68e454.se2026_nested,pengusaha_var_prelist,pengusaha_var_prelist,589,,,pengusaha_var_prelist,Variable,
tgr_fd68e454.se2026_nested,hasilPemadananNIK_l,hasilPemadananNIK_l,591,,,Hasil Pengecekkan NIK,Variable,
tgr_fd68e454.se2026_nested,jenis_kegiatan,jenis_kegiatan,594,,,jenis_kegiatan,Variable,
tgr_fd68e454.se2026_nested,kbli_prelist,kbli_prelist,597,,,kbli_prelist,Variable,
tgr_fd68e454.se2026_nested,kbli_genai_cawi,kbli_genai_cawi,598,,,kbli_genai_cawi,Variable,
tgr_fd68e454.se2026_nested,kbli_cawi,kbli_cawi,599,,,kbli_cawi,Variable,
tgr_fd68e454.se2026_nested,kbli_akhir,kbli_akhir,601,,,KBLI Akhir,Variable,
tgr_fd68e454.se2026_nested,kategori_2025,kategori_2025,602,,,kategori_2025,Variable,
tgr_fd68e454.se2026_nested,msg_error_kategori,msg_error_kategori,603,,,,Variable,
tgr_fd68e454.se2026_nested,total_tk_jk_var,total_tk_jk_var,610,,,total_tk_jk_var,Variable,
tgr_fd68e454.se2026_nested,total_tk_bayar_var,total_tk_bayar_var,611,,,total_tk_bayar_var,Variable,
tgr_fd68e454.se2026_nested,total_pengeluaran_var,total_pengeluaran_var,614,,,total_pengeluaran_var,Variable,
tgr_fd68e454.se2026_nested,total_pendapatan_var,total_pendapatan_var,616,,,total_pendapatan_var,Variable,
tgr_fd68e454.se2026_nested,total_aset_thn_var,total_aset_thn_var,617,,,total_aset_thn_var,Variable,
tgr_fd68e454.se2026_nested,info_total_var,info_total_var,618,,,info_total_var,Variable,
tgr_fd68e454.se2026_nested,total_pengeluaran_bln_var,total_pengeluaran_bln_var,619,,,total_pengeluaran_bln,Variable,
tgr_fd68e454.se2026_nested,total_pendapatan_bln_var,total_pendapatan_bln_var,620,,,total_pendapatan_bln_var,Variable,
tgr_fd68e454.se2026_nested,cek5,cek5,621,,,New Question,Variable,
tgr_fd68e454.se2026_nested,info_total_didirikan_var,info_total_didirikan_var,622,,,info_total_didirikan_var,Variable,
tgr_fd68e454.se2026_nested,assignment_id,assignment_id,,,,,,ID Assignment
tgr_fd68e454.se2026_nested,index1,index1,,,,,,ID Roster/Nested Level 1
tgr_fd68e454.se2026_nested,level_1_full_code,level_1_full_code,,,,,,Kode Lengkap Provinsi
tgr_fd68e454.se2026_nested,level_2_full_code,level_2_full_code,,,,,,Kode Lengkap Kabupaten/Kota
tgr_fd68e454.se2026_nested,art_pengusaha_filter,art_pengusaha_filter,,,,,,
tgr_fd68e454.se2026_nested,assignment_date_modified,assignment_date_modified,,,,,,Tanggal Assignment Terakhir Diubah
tgr_fd68e454.se2026_nested,assignment_id_timestamp,assignment_id_timestamp,,,,,,ID Assignment + Timestamp
tgr_fd68e454.se2026_nested,assignment_listing,assignment_listing,,,,,,"1 = Assignment Tambahan, 0 = Assignment Prelist"
tgr_fd68e454.se2026_nested,assignment_status_alias,assignment_status_alias,,,,,,Status Assignment
tgr_fd68e454.se2026_nested,assignment_status_id,assignment_status_id,,,,,,ID Status Assignment
tgr_fd68e454.se2026_nested,cek_nib,cek_nib,,,,,,
tgr_fd68e454.se2026_nested,is_active,is_active,,,,,,"1 = Aktif, 0 = Dihapus"
tgr_fd68e454.se2026_nested,level_1_code,level_1_code,,,,,,Kode Provinsi
tgr_fd68e454.se2026_nested,level_1_name,level_1_name,,,,,,Provinsi
tgr_fd68e454.se2026_nested,level_10_code,level_10_code,,,,,,
tgr_fd68e454.se2026_nested,level_10_full_code,level_10_full_code,,,,,,
tgr_fd68e454.se2026_nested,level_10_name,level_10_name,,,,,,
tgr_fd68e454.se2026_nested,level_2_code,level_2_code,,,,,,Kode Kabupaten/Kota
tgr_fd68e454.se2026_nested,level_2_name,level_2_name,,,,,,Kabupaten/Kota
tgr_fd68e454.se2026_nested,level_3_code,level_3_code,,,,,,Kode Kecamatan
tgr_fd68e454.se2026_nested,level_3_full_code,level_3_full_code,,,,,,Kode Lengkap Kecamatan
tgr_fd68e454.se2026_nested,level_3_name,level_3_name,,,,,,Kecamatan
tgr_fd68e454.se2026_nested,level_4_code,level_4_code,,,,,,Kode Kelurahan/Desa
tgr_fd68e454.se2026_nested,level_4_full_code,level_4_full_code,,,,,,Kode Lengkap Kelurahan/Desa
tgr_fd68e454.se2026_nested,level_4_name,level_4_name,,,,,,Kelurahan/Desa
tgr_fd68e454.se2026_nested,level_5_code,level_5_code,,,,,,Kode SLS
tgr_fd68e454.se2026_nested,level_5_full_code,level_5_full_code,,,,,,Kode Lengkap SLS
tgr_fd68e454.se2026_nested,level_5_name,level_5_name,,,,,,SLS
tgr_fd68e454.se2026_nested,level_6_code,level_6_code,,,,,,Kode Sub-SLS
tgr_fd68e454.se2026_nested,level_6_full_code,level_6_full_code,,,,,,Kode Lengkap Sub-SLS
tgr_fd68e454.se2026_nested,level_6_name,level_6_name,,,,,,Sub-SLS
tgr_fd68e454.se2026_nested,level_7_code,level_7_code,,,,,,
tgr_fd68e454.se2026_nested,level_7_full_code,level_7_full_code,,,,,,
tgr_fd68e454.se2026_nested,level_7_name,level_7_name,,,,,,
tgr_fd68e454.se2026_nested,level_8_code,level_8_code,,,,,,
tgr_fd68e454.se2026_nested,level_8_full_code,level_8_full_code,,,,,,
tgr_fd68e454.se2026_nested,level_8_name,level_8_name,,,,,,
tgr_fd68e454.se2026_nested,level_9_code,level_9_code,,,,,,
tgr_fd68e454.se2026_nested,level_9_full_code,level_9_full_code,,,,,,
tgr_fd68e454.se2026_nested,level_9_name,level_9_name,,,,,,
tgr_fd68e454.se2026_nested,survey_period_id,survey_period_id,,,,,,ID Periode Survei
tgr_fd68e454.se2026_nested,survey_period_name,survey_period_name,,,,,,
